River,Reach,River_Sta,Profile,Q_Total,Min_Ch_El,WS_Elev,Crit_WS,EG_Elev,EG_Slope,Vel_Chnl,Flow_Area,Top_Width,Froude_Chl,Freq
Mississippi,LD10ToSylvanUS,615.1,Max WS,302444.6,577.41,622.72,,622.92,0.000061,4.01,95109.05,7960.7,0.11,200 Year
Mississippi,LD10ToSylvanUS,614.92,Max WS,302444,576.86,622.68,,622.86,0.000067,3.94,103239.3,8244.11,0.11,200 Year
Mississippi,LD10ToSylvanUS,614.71,Max WS,302415.3,576.03,622.67,,622.79,0.000049,3.36,131527.9,8356.35,0.1,200 Year
Mississippi,LD10ToSylvanUS,614.23,Max WS,302405.5,555.94,622.58,,622.68,0.000037,3.05,178113.2,9389.9,0.09,200 Year
Mississippi,LD10ToSylvanUS,613.67,Max WS,302422.8,574.71,622.42,,622.54,0.000068,3.77,168558.2,9978.66,0.11,200 Year
Mississippi,LD10ToSylvanUS,613.09,Max WS,302374.1,585.67,622.28,,622.36,0.000054,2.97,182434.2,10276.86,0.1,200 Year
Mississippi,LD10ToSylvanUS,612.56,Max WS,302382.9,579.93,622.17,,622.23,0.00004,2.73,193398.3,10401.65,0.09,200 Year
Mississippi,LD10ToSylvanUS,612,Max WS,302373.2,578.39,622.02,,622.12,0.000065,3.53,165422.5,9401.03,0.11,200 Year
Mississippi,LD10ToSylvanUS,611.22,Max WS,302343.5,582.59,621.83,,621.91,0.000054,3.12,165308.4,9398.1,0.1,200 Year
Mississippi,LD10ToSylvanUS,610.6,Max WS,302303.2,589.02,621.64,,621.72,0.000056,3.04,166713.9,9093.75,0.1,200 Year
Mississippi,LD10ToSylvanUS,610.09,Max WS,302266.8,583.1,621.52,,621.59,0.000045,2.75,163120.8,8308.06,0.09,200 Year
Mississippi,LD10ToSylvanUS,609.49,Max WS,302258.5,584.92,621.37,,621.44,0.000052,2.93,158206.8,8390.51,0.1,200 Year
Mississippi,LD10ToSylvanUS,609.06,Max WS,302236.8,587.74,621.23,,621.31,0.000054,2.85,162911,8467.18,0.1,200 Year
Mississippi,LD10ToSylvanUS,608.66,Max WS,302218.3,582.04,621.1,,621.21,0.000067,3.27,142822.8,8530.02,0.11,200 Year
