River,Reach,River_Sta,Profile,Q_Total,Min_Ch_El,WS_Elev,Crit_WS,EG_Elev,EG_Slope,Vel_Chnl,Flow_Area,Top_Width,Froude_Chl,Freq
Mississippi,LD10ToSylvanUS,615.1,Max WS,356851.5,577.41,625.07,,625.18,0.000043,3.5,168598.3,8343.23,0.09,1000 Year
Mississippi,LD10ToSylvanUS,614.92,Max WS,356815.4,576.86,625.04,,625.14,0.000042,3.26,174379.7,8373.38,0.09,1000 Year
Mississippi,LD10ToSylvanUS,614.71,Max WS,356813.9,576.03,625,,625.09,0.000041,3.18,181766.3,8571.77,0.09,1000 Year
Mississippi,LD10ToSylvanUS,614.23,Max WS,356791,555.94,624.9,,625.01,0.00004,3.28,199534.6,9678.61,0.09,1000 Year
Mississippi,LD10ToSylvanUS,613.67,Max WS,356758.6,574.71,624.73,,624.86,0.000068,3.95,191658.4,10014.53,0.12,1000 Year
Mississippi,LD10ToSylvanUS,613.09,Max WS,356731.2,585.67,624.6,,624.67,0.000053,3.11,206214.4,10297.74,0.1,1000 Year
Mississippi,LD10ToSylvanUS,612.56,Max WS,356688.2,579.93,624.48,,624.55,0.00004,2.88,217496.5,10469.89,0.09,1000 Year
Mississippi,LD10ToSylvanUS,612,Max WS,356677.7,578.39,624.33,,624.44,0.000065,3.69,187195.3,9447.9,0.11,1000 Year
Mississippi,LD10ToSylvanUS,611.22,Max WS,356652.8,582.59,624.14,,624.23,0.000054,3.28,186709.4,9637.85,0.1,1000 Year
Mississippi,LD10ToSylvanUS,610.6,Max WS,356641.2,589.02,623.95,,624.03,0.000057,3.22,187740.9,9116.62,0.1,1000 Year
Mississippi,LD10ToSylvanUS,610.09,Max WS,356606.7,583.1,623.83,,623.91,0.000046,2.92,182553.9,8547.84,0.09,1000 Year
Mississippi,LD10ToSylvanUS,609.49,Max WS,356604.3,584.92,623.67,,623.75,0.000052,3.08,177647.1,8451.54,0.1,1000 Year
Mississippi,LD10ToSylvanUS,609.06,Max WS,356585.5,587.74,623.54,,623.63,0.000054,3.03,182484.6,8497.37,0.1,1000 Year
Mississippi,LD10ToSylvanUS,608.66,Max WS,356542.1,582.04,623.41,,623.52,0.000068,3.46,162578.1,8602.49,0.11,1000 Year
Mississippi,LD10ToSylvanUS,608.05,Max WS,356498.1,578.53,623.2,,623.33,0.000068,3.53,154322.5,8171.86,0.11,1000 Year
Mississippi,LD10ToSylvanUS,607.52,Max WS,356450.6,569.37,622.83,,623.15,0.000114,5.19,136738.6,8284.31,0.15,1000 Year
Mississippi,LD10ToSylvanUS,606.96,Max WS,356431,571.83,622.56,,622.84,0.000093,4.93,139977.2,7925.05,0.14,1000 Year
Mississippi,LD10ToSylvanUS,606.16,Max WS,356401.3,574.79,622.26,,622.48,0.000075,4.54,133406.5,7064,0.12,1000 Year
Mississippi,LD10ToSylvanUS,605.57,Max WS,356349.4,576.89,622.1,,622.25,0.000071,3.91,143860.8,7292.42,0.12,1000 Year
Mississippi,LD10ToSylvanUS,604.99,Max WS,356318.9,573.72,621.86,,622,0.000085,3.87,131561.3,6481.51,0.13,1000 Year
Mississippi,LD10ToSylvanUS,604.45,Max WS,356309.1,572.98,621.63,,621.77,0.000081,3.95,136810.3,6530.91,0.12,1000 Year
Mississippi,LD10ToSylvanUS,604,Max WS,356227.8,580.47,621.46,,621.59,0.000066,3.54,136978.9,6409.29,0.11,1000 Year
Mississippi,LD10ToSylvanUS,603.54,Max WS,356206.7,577.24,621.26,,621.42,0.000084,4.03,135119.1,6887.23,0.13,1000 Year
Mississippi,LD10ToSylvanUS,603.14,Max WS,356216.2,577.04,621.15,,621.29,0.000062,3.6,144476.4,6793.7,0.11,1000 Year
Mississippi,LD10ToSylvanUS,602.78,Max WS,356176.9,582.8,621.02,,621.16,0.000073,3.6,159900.1,8108.92,0.12,1000 Year
Mississippi,LD10ToSylvanUS,602.39,Max WS,356176.1,585.54,620.92,,621.02,0.000059,3.07,165964.8,9791.32,0.1,1000 Year
Mississippi,LD10ToSylvanUS,601.99,Max WS,356135.5,579.27,620.75,,620.89,0.000078,3.57,147866.5,7346.65,0.12,1000 Year
Mississippi,LD10ToSylvanUS,601.54,Max WS,356077.2,572.77,620.58,,620.71,0.000067,3.6,147030.1,7206.34,0.11,1000 Year
Mississippi,LD10ToSylvanUS,600.89,Max WS,356029.1,582.19,620.34,,620.47,0.000067,3.57,144502.4,7283.64,0.11,1000 Year
Mississippi,LD10ToSylvanUS,599.96,Max WS,355944.5,571.07,620.06,,620.19,0.000061,3.72,146699.5,7271.64,0.11,1000 Year
Mississippi,LD10ToSylvanUS,599.4,Max WS,355934.2,580.12,619.86,,619.99,0.000066,3.43,139241.6,6807.55,0.11,1000 Year
Mississippi,LD10ToSylvanUS,599.07,Max WS,355926.6,586.53,619.78,,619.87,0.000049,2.78,151802.1,6878.7,0.09,1000 Year
