River,Reach,River_Sta,Profile,Q_Total,Min_Ch_El,WS_Elev,Crit_WS,EG_Elev,EG_Slope,Vel_Chnl,Flow_Area,Top_Width,Froude_Chl,Freq
Mississippi,LD10ToSylvanUS,615.1,Max WS,434499.7,577.41,628.15,,628.27,0.000045,3.75,194731.4,8585.85,0.1,10000 Year
Mississippi,LD10ToSylvanUS,614.92,Max WS,434512.8,576.86,628.12,,628.23,0.000043,3.46,200431.2,8520.96,0.09,10000 Year
Mississippi,LD10ToSylvanUS,614.71,Max WS,434510.7,576.03,628.08,,628.18,0.000042,3.39,208636.6,8826.39,0.09,10000 Year
Mississippi,LD10ToSylvanUS,614.23,Max WS,434499.8,555.94,627.97,,628.09,0.000043,3.55,228814.4,10119.69,0.09,10000 Year
Mississippi,LD10ToSylvanUS,613.67,Max WS,434484,574.71,627.8,,627.94,0.000069,4.18,222465.8,10046.29,0.12,10000 Year
Mississippi,LD10ToSylvanUS,613.09,Max WS,434447.2,585.67,627.67,,627.76,0.000052,3.28,237892.4,10307.82,0.1,10000 Year
Mississippi,LD10ToSylvanUS,612.56,Max WS,434417.1,579.93,627.56,,627.63,0.000041,3.07,249726.5,10486.35,0.09,10000 Year
Mississippi,LD10ToSylvanUS,612,Max WS,434388.2,578.39,627.41,,627.52,0.000064,3.9,216295.8,9472.25,0.11,10000 Year
Mississippi,LD10ToSylvanUS,611.22,Max WS,434342.6,582.59,627.21,,627.31,0.000054,3.48,215430.6,9802.36,0.1,10000 Year
Mississippi,LD10ToSylvanUS,610.6,Max WS,434283.5,589.02,627.03,,627.12,0.000057,3.44,215814.8,9138.75,0.1,10000 Year
Mississippi,LD10ToSylvanUS,610.09,Max WS,434271.9,583.1,626.9,,626.99,0.000046,3.12,209268.2,8746.57,0.09,10000 Year
Mississippi,LD10ToSylvanUS,609.49,Max WS,434202.8,584.92,626.75,,626.84,0.000051,3.25,203724.8,8498.72,0.1,10000 Year
Mississippi,LD10ToSylvanUS,609.06,Max WS,434200.7,587.74,626.61,,626.71,0.000055,3.25,208648.1,8532.34,0.1,10000 Year
Mississippi,LD10ToSylvanUS,608.66,Max WS,434173.9,582.04,626.48,,626.61,0.000068,3.69,189082.9,8632.79,0.11,10000 Year
Mississippi,LD10ToSylvanUS,608.05,Max WS,434153.1,578.53,626.27,,626.42,0.000068,3.74,179766.2,8364.87,0.11,10000 Year
Mississippi,LD10ToSylvanUS,607.52,Max WS,434579.9,569.37,625.9,,626.25,0.000115,5.52,162250.9,8321.88,0.15,10000 Year
Mississippi,LD10ToSylvanUS,606.96,Max WS,434527,571.83,625.62,,625.92,0.000097,5.27,165033.4,8377.75,0.14,10000 Year
Mississippi,LD10ToSylvanUS,606.16,Max WS,434419.8,574.79,625.31,,625.56,0.000078,4.87,155223.4,7253.56,0.13,10000 Year
Mississippi,LD10ToSylvanUS,605.57,Max WS,434460,576.89,625.15,,625.31,0.000072,4.16,166553.7,7489.19,0.12,10000 Year
Mississippi,LD10ToSylvanUS,604.99,Max WS,434394.6,573.72,624.91,,625.06,0.000084,4.1,151479.1,6740.8,0.13,10000 Year
Mississippi,LD10ToSylvanUS,604.45,Max WS,434342.1,572.98,624.68,,624.83,0.000082,4.23,157686.3,7052.44,0.13,10000 Year
Mississippi,LD10ToSylvanUS,604,Max WS,434327.6,580.47,624.5,,624.65,0.000067,3.8,156573.8,6481.34,0.11,10000 Year
Mississippi,LD10ToSylvanUS,603.54,Max WS,434236.2,577.24,624.3,,624.48,0.000085,4.31,155334.5,6963.65,0.13,10000 Year
Mississippi,LD10ToSylvanUS,603.14,Max WS,434196.8,577.04,624.19,,624.35,0.000063,3.84,165349.4,6924.99,0.11,10000 Year
Mississippi,LD10ToSylvanUS,602.78,Max WS,434185.2,582.8,624.06,,624.21,0.000073,3.85,184646,8152.19,0.12,10000 Year
