River,Reach,River_Sta,Profile,Q_Total,Min_Ch_El,WS_Elev,Crit_WS,EG_Elev,EG_Slope,Vel_Chnl,Flow_Area,Top_Width,Froude_Chl,Freq
Mississippi,LD10ToSylvanUS,615.1,Max WS,211250.8,577.41,618.36,,618.5,0.000048,3.29,78875.52,7701.86,0.1,15 Year
Mississippi,LD10ToSylvanUS,614.92,Max WS,211243.9,576.86,618.31,,618.45,0.000057,3.36,81624.91,7998.79,0.1,15 Year
Mississippi,LD10ToSylvanUS,614.71,Max WS,211216.3,576.03,618.3,,618.39,0.000044,2.92,103536.8,8176.5,0.09,15 Year
Mississippi,LD10ToSylvanUS,614.23,Max WS,211228.2,555.94,618.22,,618.3,0.000032,2.6,138589.5,9070.32,0.08,15 Year
Mississippi,LD10ToSylvanUS,613.67,Max WS,211195.5,574.71,618.06,,618.17,0.000066,3.39,125512,9768.74,0.11,15 Year
Mississippi,LD10ToSylvanUS,613.09,Max WS,211201.7,585.67,617.92,,617.99,0.000056,2.72,137868.7,10187.13,0.1,15 Year
Mississippi,LD10ToSylvanUS,612.56,Max WS,211187.1,579.93,617.81,,617.86,0.000039,2.44,148166.8,10356.91,0.08,15 Year
Mississippi,LD10ToSylvanUS,612,Max WS,211170,578.39,617.66,,617.75,0.000065,3.2,124533.7,9350.03,0.11,15 Year
Mississippi,LD10ToSylvanUS,611.22,Max WS,211145,582.59,617.46,,617.54,0.000054,2.82,125885.7,8949.37,0.1,15 Year
Mississippi,LD10ToSylvanUS,610.6,Max WS,211142.8,589.02,617.28,,617.35,0.000055,2.69,127309.6,8956.09,0.1,15 Year
Mississippi,LD10ToSylvanUS,610.09,Max WS,211114.9,583.1,617.17,,617.22,0.000044,2.43,127272.5,8178.91,0.09,15 Year
Mississippi,LD10ToSylvanUS,609.49,Max WS,211112.3,584.92,617.01,,617.07,0.000054,2.67,121717.8,8355.85,0.1,15 Year
Mississippi,LD10ToSylvanUS,609.06,Max WS,211100.9,587.74,616.88,,616.94,0.000053,2.5,126174.7,8393.11,0.09,15 Year
Mississippi,LD10ToSylvanUS,608.66,Max WS,211073,582.04,616.75,,616.84,0.000066,2.89,106167.5,7882.32,0.11,15 Year
Mississippi,LD10ToSylvanUS,608.05,Max WS,211066.4,578.53,616.54,,616.65,0.000068,2.99,100671.1,7964.95,0.11,15 Year
Mississippi,LD10ToSylvanUS,607.52,Max WS,211513.3,569.37,616.19,,616.45,0.000103,4.34,82818.29,7792.73,0.14,15 Year
Mississippi,LD10ToSylvanUS,606.96,Max WS,211501.5,571.83,615.96,,616.17,0.00008,4.03,91003.55,7098.16,0.12,15 Year
Mississippi,LD10ToSylvanUS,606.16,Max WS,211483.1,574.79,615.72,,615.88,0.000061,3.67,90818.37,5729.63,0.11,15 Year
Mississippi,LD10ToSylvanUS,605.57,Max WS,211435.2,576.89,615.57,,615.68,0.000066,3.27,98574.06,6749.57,0.11,15 Year
Mississippi,LD10ToSylvanUS,604.99,Max WS,211434.5,573.72,615.33,,615.44,0.000089,3.34,89542.79,6390.62,0.12,15 Year
Mississippi,LD10ToSylvanUS,604.45,Max WS,211411.1,572.98,615.11,,615.21,0.000076,3.29,94703.81,6397.99,0.11,15 Year
Mississippi,LD10ToSylvanUS,604,Max WS,211400.5,580.47,614.94,,615.04,0.000062,2.94,95989.37,6169.85,0.1,15 Year
Mississippi,LD10ToSylvanUS,603.54,Max WS,211366.3,577.24,614.76,,614.88,0.00008,3.37,92221.7,6756.06,0.12,15 Year
Mississippi,LD10ToSylvanUS,603.14,Max WS,211360.4,577.04,614.66,,614.76,0.000057,3.01,100766.3,6698.73,0.1,15 Year
Mississippi,LD10ToSylvanUS,602.78,Max WS,211322.2,582.8,614.53,,614.63,0.000071,3.02,107906.1,7817.99,0.11,15 Year
Mississippi,LD10ToSylvanUS,602.39,Max WS,211321.3,585.54,614.42,,614.49,0.000061,2.63,111861.8,9616.62,0.1,15 Year
Mississippi,LD10ToSylvanUS,601.99,Max WS,211316.1,579.27,614.25,,614.36,0.00008,3.01,100345.7,7276.24,0.11,15 Year
Mississippi,LD10ToSylvanUS,601.54,Max WS,211248.1,572.77,614.08,,614.18,0.000066,3.07,100701.1,7068.08,0.11,15 Year
Mississippi,LD10ToSylvanUS,600.89,Max WS,211221.9,582.19,613.84,,613.94,0.000067,3.07,98886.73,7044.94,0.11,15 Year
Mississippi,LD10ToSylvanUS,599.96,Max WS,211195.5,571.07,613.55,,613.66,0.000062,3.29,100955.3,7133.5,0.11,15 Year
Mississippi,LD10ToSylvanUS,599.4,Max WS,211161.7,580.12,613.35,,613.45,0.000067,2.94,95074.28,6775.51,0.11,15 Year
Mississippi,LD10ToSylvanUS,599.07,Max WS,211138.6,586.53,613.27,,613.34,0.000053,2.4,107141.1,6844.36,0.09,15 Year
Mississippi,LD10ToSylvanUS,598.58,Max WS,211092,586.27,613.1,,613.18,0.000071,2.78,100655.6,7044.32,0.11,15 Year
Mississippi,LD10ToSylvanUS,598.07,Max WS,211102,586.67,612.9,,612.99,0.000073,2.99,96588.7,6606.12,0.11,15 Year
Mississippi,LD10ToSylvanUS,597.56,Max WS,211069.2,586.62,612.72,,612.8,0.000073,2.85,97456.62,6649.84,0.11,15 Year
Mississippi,LD10ToSylvanUS,597.05,Max WS,211053.4,584.18,612.55,,612.62,0.000067,2.74,101292,6982.65,0.11,15 Year
Mississippi,LD10ToSylvanUS,596.51,Max WS,211034.9,588.09,612.34,,612.42,0.000073,2.77,98357.95,7296.41,0.11,15 Year
Mississippi,LD10ToSylvanUS,596.09,Max WS,211016,583.63,612.21,,612.27,0.00005,2.39,111092.5,8054.17,0.09,15 Year
Mississippi,LD10ToSylvanUS,595.44,Max WS,211001,586.16,612.06,,612.11,0.000048,2.35,114902.2,7464.4,0.09,15 Year
Mississippi,LD10ToSylvanUS,595.05,Max WS,210979.8,583.17,611.95,,612,0.000052,2.35,114132.7,7589.59,0.09,15 Year
Mississippi,LD10ToSylvanUS,594.55,Max WS,210987.3,587.35,611.8,,611.86,0.000058,2.44,109283.4,7571.41,0.1,15 Year
Mississippi,LD10ToSylvanUS,594.12,Max WS,210953.3,580.88,611.6,,611.69,0.000095,2.85,114855.4,7916.79,0.12,15 Year
Mississippi,LD10ToSylvanUS,593.61,Max WS,210952,582.86,611.46,,611.51,0.000043,1.87,122667.2,8162.22,0.08,15 Year
Mississippi,LD10ToSylvanUS,593.08,Max WS,210897.3,578.73,611.33,,611.38,0.000047,1.94,122317.5,8823.8,0.08,15 Year
Mississippi,LD10ToSylvanUS,592.6,Max WS,211403.3,574.16,611.21,,611.26,0.000048,1.85,121722.8,8934.39,0.08,15 Year
Mississippi,LD10ToSylvanUS,592.1,Max WS,211388.6,570.97,611.08,,611.14,0.00005,1.9,121441.1,8950.27,0.09,15 Year
Mississippi,LD10ToSylvanUS,591.68,Max WS,211374.2,576.89,610.98,,611.03,0.000046,1.83,122212.4,8690.98,0.08,15 Year
Mississippi,LD10ToSylvanUS,591.23,Max WS,211367.3,581.62,610.85,,610.9,0.000049,1.89,113433.9,8056.84,0.09,15 Year
Mississippi,LD10ToSylvanUS,590.76,Max WS,211352,582.28,610.72,,610.78,0.000051,1.99,107765,6981.1,0.09,15 Year
Mississippi,LD10ToSylvanUS,590.06,Max WS,211333.7,584.45,610.56,,610.61,0.000049,1.85,114277.1,7704.95,0.08,15 Year
Mississippi,LD10ToSylvanUS,589.56,Max WS,211319.4,578.78,610.42,,610.47,0.000048,1.83,118563.7,8427.13,0.08,15 Year
Mississippi,LD10ToSylvanUS,589.12,Max WS,211286.8,571.62,610.3,,610.35,0.000052,1.89,119858.5,8955.7,0.09,15 Year
Mississippi,LD10ToSylvanUS,588.49,Max WS,211280.8,579.24,610.16,,610.2,0.00004,1.65,132351.3,9587.39,0.08,15 Year
Mississippi,LD10ToSylvanUS,588.05,Max WS,210651.9,585.53,610.07,,610.11,0.000038,1.66,131072.5,9250.52,0.08,15 Year
Mississippi,LD10ToSylvanUS,587.56,Max WS,211242,578.38,609.96,,610,0.000041,1.71,123922.5,8224.99,0.08,15 Year
Mississippi,LD10ToSylvanUS,586.81,Max WS,211208.1,577.43,609.79,,609.84,0.000045,1.82,124119.3,9247.96,0.08,15 Year
Mississippi,LD10ToSylvanUS,586.36,Max WS,211227.8,577.99,609.65,,609.72,0.000057,2.12,106217.4,7623.45,0.09,15 Year
Mississippi,LD10ToSylvanUS,585.78,Max WS,211208.5,568.74,609.46,,609.53,0.000064,2.18,97345.08,6402.5,0.1,15 Year
Mississippi,LD10ToSylvanUS,585.02,Max WS,211202.9,572.7,609.25,,609.3,0.000056,1.93,110736.8,8011.67,0.09,15 Year
Mississippi,LD10ToSylvanUS,584.07,Max WS,211170.5,577.39,608.96,,609.03,0.000058,2.22,96977.49,6171.99,0.1,15 Year
Mississippi,LD10ToSylvanUS,583.49,Max WS,211182.4,540.62,608.75,,608.85,0.000063,2.52,84681.05,6094.99,0.1,15 Year
Mississippi,LD10ToSylvanUS,583.19,Max WS,211174.7,563.46,608.57,,608.74,0.000074,3.35,62998.13,6119.29,0.11,15 Year
Mississippi,LD10ToSylvanUS,583.07,Max WS,211173.4,562.14,608.5,577.02,608.7,0.000055,3.66,57855.86,5654.4,0.1,15 Year
Mississippi,LD10ToSylvanUS,582.99,Max WS,211129.7,558.41,608.09,,608.32,0.000061,3.81,56440.53,5485.26,0.11,15 Year
Mississippi,LD10ToSylvanUS,582.86,Max WS,211142.2,555.24,608.12,,608.28,0.000045,3.25,70088.83,5297.82,0.09,15 Year
Mississippi,LD10ToSylvanUS,582.7,Max WS,211135.8,568.17,608.07,,608.24,0.000065,3.28,71369.31,5534.13,0.1,15 Year
Mississippi,LD10ToSylvanUS,582.28,Max WS,211117.3,568.01,607.96,,608.1,0.00006,3.29,92794.17,5217.68,0.1,15 Year
Mississippi,LD10ToSylvanUS,581.76,Max WS,211134.4,559.55,607.86,,607.94,0.000039,2.68,99772.68,4763.65,0.08,15 Year
Mississippi,LD10ToSylvanUS,581.27,Max WS,211122.4,569.8,607.74,583.79,607.83,0.000045,2.54,88360.62,3873.44,0.09,15 Year
Mississippi,LD10ToSylvanUS,581.22,Max WS,211122.4,568.82,607.71,,607.8,0.00004,2.52,87411.66,3384.93,0.08,15 Year
Mississippi,LD10ToSylvanUS,580.84,Max WS,211095,560.6,607.48,,607.7,0.000075,3.96,61263.04,2426.66,0.12,15 Year
Mississippi,LD10ToSylvanUS,580.44,Max WS,211087.8,558.79,607.35,,607.54,0.000063,3.45,61277.64,1859.32,0.1,15 Year
Mississippi,LD10ToSylvanUS,579.91,Max WS,211055.2,561.88,607.14,576.5,607.36,0.00005,3.73,56694.97,1656.01,0.11,15 Year
Mississippi,LD10ToSylvanUS,579.88,Max WS,211074.3,559.16,607.17,,607.35,0.000045,3.4,62316.19,1625.76,0.09,15 Year
