River,Reach,River_Sta,Profile,Q_Total,Min_Ch_El,WS_Elev,Crit_WS,EG_Elev,EG_Slope,Vel_Chnl,Flow_Area,Top_Width,Froude_Chl,Freq
Mississippi,LD10ToSylvanUS,615.1,Max WS,457909.2,577.41,629.03,,629.16,0.000046,3.82,202317.5,8640.79,0.1,20000 Year
Mississippi,LD10ToSylvanUS,614.92,Max WS,457894.1,576.86,629,,629.11,0.000043,3.52,207993.1,8607.76,0.09,20000 Year
Mississippi,LD10ToSylvanUS,614.71,Max WS,457906.2,576.03,628.96,,629.06,0.000042,3.45,216428.9,8872.22,0.09,20000 Year
Mississippi,LD10ToSylvanUS,614.23,Max WS,457891.5,555.94,628.85,,628.98,0.000043,3.63,237347.2,10184.35,0.1,20000 Year
Mississippi,LD10ToSylvanUS,613.67,Max WS,457854.3,574.71,628.68,,628.82,0.000069,4.25,231303.4,10065.7,0.12,20000 Year
Mississippi,LD10ToSylvanUS,613.09,Max WS,457789.2,585.67,628.55,,628.64,0.000052,3.33,246958.4,10310.71,0.1,20000 Year
Mississippi,LD10ToSylvanUS,612.56,Max WS,457741.3,579.93,628.44,,628.51,0.000041,3.12,258954.7,10491.05,0.09,20000 Year
Mississippi,LD10ToSylvanUS,612,Max WS,457727.6,578.39,628.29,,628.4,0.000064,3.96,224628.2,9476.76,0.11,20000 Year
Mississippi,LD10ToSylvanUS,611.22,Max WS,457632.1,582.59,628.09,,628.19,0.000054,3.53,223698.6,9856.62,0.1,20000 Year
Mississippi,LD10ToSylvanUS,610.6,Max WS,457661.3,589.02,627.9,,628,0.000057,3.5,223856.9,9145.09,0.11,20000 Year
Mississippi,LD10ToSylvanUS,610.09,Max WS,457559.1,583.1,627.78,,627.87,0.000046,3.18,216963.7,8755.72,0.09,20000 Year
Mississippi,LD10ToSylvanUS,609.49,Max WS,457530.1,584.92,627.63,,627.72,0.000051,3.3,211203.2,8502.38,0.1,20000 Year
Mississippi,LD10ToSylvanUS,609.06,Max WS,457486.2,587.74,627.49,,627.6,0.000055,3.32,216169.1,8566.66,0.1,20000 Year
Mississippi,LD10ToSylvanUS,608.66,Max WS,457543.3,582.04,627.36,,627.49,0.000067,3.75,196677.3,8638.84,0.11,20000 Year
Mississippi,LD10ToSylvanUS,608.05,Max WS,457450.8,578.53,627.15,,627.31,0.000067,3.8,187136.8,8384.35,0.11,20000 Year
Mississippi,LD10ToSylvanUS,607.52,Max WS,457897.8,569.37,626.78,,627.13,0.000115,5.6,169576.9,8332.63,0.15,20000 Year
Mississippi,LD10ToSylvanUS,606.96,Max WS,457868.5,571.83,626.5,,626.81,0.000097,5.35,172401,8388.91,0.14,20000 Year
Mississippi,LD10ToSylvanUS,606.16,Max WS,457827.3,574.79,626.19,,626.44,0.000079,4.95,161633.5,7365.05,0.13,20000 Year
Mississippi,LD10ToSylvanUS,605.57,Max WS,457756.9,576.89,626.02,,626.19,0.000072,4.23,173128.8,7521.15,0.12,20000 Year
Mississippi,LD10ToSylvanUS,604.99,Max WS,457743.8,573.72,625.79,,625.94,0.000084,4.16,157465.1,6918.72,0.13,20000 Year
Mississippi,LD10ToSylvanUS,604.45,Max WS,457661.6,572.98,625.55,,625.72,0.000082,4.31,163876.8,7090.78,0.13,20000 Year
Mississippi,LD10ToSylvanUS,604,Max WS,457606.1,580.47,625.37,,625.53,0.000067,3.87,162258.4,6506.03,0.11,20000 Year
Mississippi,LD10ToSylvanUS,603.54,Max WS,457526.8,577.24,625.17,,625.36,0.000085,4.38,161202.1,7010.47,0.13,20000 Year
Mississippi,LD10ToSylvanUS,603.14,Max WS,457513.1,577.04,625.07,,625.23,0.000063,3.91,171418.2,6942.15,0.11,20000 Year
Mississippi,LD10ToSylvanUS,602.78,Max WS,457472.5,582.8,624.94,,625.09,0.000073,3.91,191789.6,8164.6,0.12,20000 Year
Mississippi,LD10ToSylvanUS,602.39,Max WS,457485.8,585.54,624.84,,624.95,0.000057,3.31,198759.3,9862.88,0.1,20000 Year
Mississippi,LD10ToSylvanUS,601.99,Max WS,457410.8,579.27,624.67,,624.83,0.000077,3.87,176696.6,7366.64,0.12,20000 Year
Mississippi,LD10ToSylvanUS,601.54,Max WS,457397.9,572.77,624.5,,624.65,0.000067,3.88,175400.2,7266.47,0.11,20000 Year
Mississippi,LD10ToSylvanUS,600.89,Max WS,457346.2,582.19,624.27,,624.41,0.000066,3.84,172123.1,7302.62,0.11,20000 Year
Mississippi,LD10ToSylvanUS,599.96,Max WS,457296.8,571.07,623.99,,624.13,0.00006,3.95,174475.3,7302.15,0.11,20000 Year
Mississippi,LD10ToSylvanUS,599.4,Max WS,457245.3,580.12,623.79,,623.94,0.000065,3.7,166203.4,6882.06,0.11,20000 Year
Mississippi,LD10ToSylvanUS,599.07,Max WS,457244.2,586.53,623.72,,623.82,0.000048,3,179049.1,6957.68,0.09,20000 Year
Mississippi,LD10ToSylvanUS,598.58,Max WS,457174.6,586.27,623.57,,623.68,0.000062,3.41,174950.1,7129.31,0.11,20000 Year
Mississippi,LD10ToSylvanUS,598.07,Max WS,457117.4,586.67,623.39,,623.52,0.000065,3.64,166278.9,6694.2,0.11,20000 Year
Mississippi,LD10ToSylvanUS,597.56,Max WS,457061.5,586.62,623.23,,623.35,0.000063,3.47,167751.6,6726.72,0.11,20000 Year
Mississippi,LD10ToSylvanUS,597.05,Max WS,457028.8,584.18,623.09,,623.2,0.000057,3.31,175367.4,7065.76,0.1,20000 Year
Mississippi,LD10ToSylvanUS,596.51,Max WS,457039.1,588.09,622.93,,623.04,0.000057,3.24,176436.2,7705.88,0.1,20000 Year
Mississippi,LD10ToSylvanUS,596.09,Max WS,457017.3,583.63,622.82,,622.91,0.000044,2.92,191090.8,8156.55,0.09,20000 Year
Mississippi,LD10ToSylvanUS,595.44,Max WS,457007.7,586.16,622.69,,622.78,0.000041,2.83,195111.8,7615.59,0.09,20000 Year
Mississippi,LD10ToSylvanUS,595.05,Max WS,457006.3,583.17,622.59,,622.69,0.000044,2.88,195398.7,7694.6,0.09,20000 Year
Mississippi,LD10ToSylvanUS,594.55,Max WS,456938.9,587.35,622.48,,622.57,0.000045,2.86,190736.3,7677.5,0.09,20000 Year
Mississippi,LD10ToSylvanUS,594.12,Max WS,456937.3,580.88,622.3,,622.44,0.000079,3.58,200373.3,8059.05,0.12,20000 Year
Mississippi,LD10ToSylvanUS,593.61,Max WS,456475.3,582.86,622.21,,622.28,0.000034,2.32,211109.6,8297.57,0.08,20000 Year
Mississippi,LD10ToSylvanUS,593.08,Max WS,456931.4,578.73,622.09,,622.18,0.000039,2.46,217909,8946.81,0.08,20000 Year
Mississippi,LD10ToSylvanUS,592.6,Max WS,457406.9,574.16,622.02,,622.09,0.000034,2.23,218919.1,9046.33,0.08,20000 Year
Mississippi,LD10ToSylvanUS,592.1,Max WS,457371.9,570.97,621.92,,622,0.000036,2.3,220209.2,9243.91,0.08,20000 Year
Mississippi,LD10ToSylvanUS,591.68,Max WS,457394.5,576.89,621.84,,621.92,0.000035,2.28,217870.6,8865.24,0.08,20000 Year
Mississippi,LD10ToSylvanUS,591.23,Max WS,457383.2,581.62,621.74,,621.82,0.000037,2.36,205164.8,8529.88,0.08,20000 Year
Mississippi,LD10ToSylvanUS,590.76,Max WS,457346,582.28,621.63,,621.73,0.000042,2.53,188121.9,8015.46,0.09,20000 Year
Mississippi,LD10ToSylvanUS,590.06,Max WS,457344.3,584.45,621.51,,621.59,0.000036,2.31,199370.3,7809.18,0.08,20000 Year
Mississippi,LD10ToSylvanUS,589.56,Max WS,457332.8,578.78,621.41,,621.49,0.000035,2.26,215879.7,9072.99,0.08,20000 Year
Mississippi,LD10ToSylvanUS,589.12,Max WS,457292.5,571.62,621.34,,621.41,0.000035,2.25,219529.6,9076.69,0.08,20000 Year
Mississippi,LD10ToSylvanUS,588.49,Max WS,453629.9,579.24,621.25,,621.31,0.000026,1.96,239912,9921.92,0.07,20000 Year
Mississippi,LD10ToSylvanUS,588.05,Max WS,452993,585.53,621.18,,621.24,0.000027,1.99,233384.5,9682.51,0.07,20000 Year
Mississippi,LD10ToSylvanUS,587.56,Max WS,457292.3,578.38,621.1,,621.17,0.00003,2.13,216443.3,8351.93,0.07,20000 Year
Mississippi,LD10ToSylvanUS,586.81,Max WS,457262.1,577.43,620.98,,621.05,0.000032,2.22,231369.1,9835.22,0.08,20000 Year
Mississippi,LD10ToSylvanUS,586.36,Max WS,457264.8,577.99,620.86,,620.96,0.000044,2.64,195349.5,8170.54,0.09,20000 Year
Mississippi,LD10ToSylvanUS,585.78,Max WS,457257.5,568.74,620.71,,620.82,0.000048,2.71,173656.9,7022.95,0.09,20000 Year
Mississippi,LD10ToSylvanUS,585.02,Max WS,457250.4,572.7,620.57,,620.66,0.000037,2.32,206472.2,9138.38,0.08,20000 Year
Mississippi,LD10ToSylvanUS,584.07,Max WS,457239.6,577.39,620.33,,620.46,0.000048,2.82,168301.4,6339.87,0.09,20000 Year
Mississippi,LD10ToSylvanUS,583.49,Max WS,457237.3,540.62,620.19,,620.31,0.000048,2.83,167994.8,6552.14,0.09,20000 Year
Mississippi,LD10ToSylvanUS,583.19,Max WS,457222.7,563.46,620.08,,620.23,0.000059,3.16,166035.1,6655.36,0.1,20000 Year
Mississippi,LD10ToSylvanUS,583.07,Max WS,457216.5,562.14,620.03,584.24,620.21,0.000046,3.99,163843.9,6666.28,0.1,20000 Year
Mississippi,LD10ToSylvanUS,582.99,Max WS,457193.3,558.41,619.35,,619.55,0.000056,4.28,157416.1,6231.28,0.11,20000 Year
Mississippi,LD10ToSylvanUS,582.86,Max WS,457169.8,555.24,619.31,,619.52,0.000052,4.12,162608,5970.62,0.1,20000 Year
Mississippi,LD10ToSylvanUS,582.7,Max WS,457169.2,568.17,619.24,,619.47,0.000071,4.22,159665.2,6307.61,0.12,20000 Year
Mississippi,LD10ToSylvanUS,582.28,Max WS,457160.4,568.01,619.04,,619.3,0.000083,4.71,151231.4,5324.51,0.13,20000 Year
Mississippi,LD10ToSylvanUS,581.76,Max WS,457143,559.55,618.91,,619.07,0.000054,3.82,157103,5412.01,0.1,20000 Year
Mississippi,LD10ToSylvanUS,581.27,Max WS,457157.6,569.8,618.72,588.53,618.92,0.000064,3.79,133239.6,5718.95,0.11,20000 Year
Mississippi,LD10ToSylvanUS,581.22,Max WS,457124.3,568.82,618.67,,618.88,0.000064,3.95,127437.4,4515.1,0.11,20000 Year
Mississippi,LD10ToSylvanUS,580.84,Max WS,457115.8,560.6,618.24,,618.74,0.000129,6.18,100497.8,4583.54,0.16,20000 Year
Mississippi,LD10ToSylvanUS,580.44,Max WS,457077.3,558.79,617.93,,618.43,0.000118,5.67,81554.73,2067.86,0.15,20000 Year
Mississippi,LD10ToSylvanUS,579.91,Max WS,457064.6,561.88,617.47,583.51,618.08,0.000102,6.27,73567.03,1910.41,0.16,20000 Year
Mississippi,LD10ToSylvanUS,579.88,Max WS,457055.3,559.16,617.48,,618.01,0.000097,5.84,79398.66,1858.63,0.15,20000 Year
Mississippi,LD10ToSylvanUS,579.59,Max WS,457036.7,562.98,617.47,,617.87,0.00009,5.11,100985.5,3318.08,0.14,20000 Year
Mississippi,LD10ToSylvanUS,579.34,Max WS,456759.4,558.26,617.35,581.81,617.76,0.000082,5.12,97930.06,3671.16,0.13,20000 Year
Mississippi,LD10ToSylvanUS,579.3,Max WS,456759.4,558.33,617.39,,617.75,0.00008,4.99,107816,3324.13,0.13,20000 Year
Mississippi,LD10ToSylvanUS,579.03,Max WS,452388.2,551.25,617.2,,617.65,0.000111,5.69,98539.34,3668.11,0.15,20000 Year
Mississippi,LD10ToSylvanUS,578.57,Max WS,456737.9,564.5,617.15,,617.39,0.000075,4.59,149828.8,6144.9,0.12,20000 Year
Mississippi,LD10ToSylvanUS,578.02,Max WS,456703.7,561.27,616.99,,617.2,0.000069,4.57,163129.8,6504.11,0.12,20000 Year
Mississippi,LD10ToSylvanUS,577.52,Max WS,456678.7,564.49,616.82,,617.01,0.000071,4.17,175834.7,6972.31,0.12,20000 Year
Mississippi,LD10ToSylvanUS,577.06,Max WS,456690.2,569.78,616.55,,616.84,0.000096,4.82,149426.5,6523.73,0.14,20000 Year
Mississippi,LD10ToSylvanUS,576.48,Max WS,456666.7,571.76,616.34,,616.55,0.000081,4.54,148728.9,6355.77,0.13,20000 Year
Mississippi,LD10ToSylvanUS,575.93,Max WS,456631.9,562.93,616.06,,616.3,0.000088,5.07,128988.8,5258.84,0.14,20000 Year
Mississippi,LD10ToSylvanUS,575.32,Max WS,456596.1,569.45,615.85,,616.05,0.000076,4.41,139233.5,5787.2,0.12,20000 Year
Mississippi,LD10ToSylvanUS,574.83,Max WS,456532.5,576.94,615.53,,615.82,0.000114,4.95,129053.2,6146.6,0.15,20000 Year
Mississippi,LD10ToSylvanUS,574.53,Max WS,456520.7,571.58,615.49,,615.64,0.000063,3.67,165051,6651.12,0.11,20000 Year
Mississippi,LD10ToSylvanUS,573.98,Max WS,456545,568.71,615.34,,615.47,0.000062,3.74,182480.7,7477.87,0.11,20000 Year
Mississippi,LD10ToSylvanUS,573.5,Max WS,456517.4,566.04,615.19,,615.32,0.00006,3.89,190706.1,7895.17,0.11,20000 Year
Mississippi,LD10ToSylvanUS,572.92,Max WS,456530.8,573.76,615.02,,615.14,0.000054,3.41,184096.1,7180.73,0.1,20000 Year
Mississippi,LD10ToSylvanUS,572.27,Max WS,456494.8,562.4,614.83,,614.96,0.000058,3.67,180854.2,7149.51,0.11,20000 Year
Mississippi,LD10ToSylvanUS,571.93,Max WS,456493.8,563.07,614.72,,614.85,0.000064,3.62,176420.3,7079.97,0.11,20000 Year
Mississippi,LD10ToSylvanUS,571.48,Max WS,456482.1,569.71,614.6,,614.74,0.000053,3.49,175394.3,6628.29,0.1,20000 Year
Mississippi,LD10ToSylvanUS,571.01,Max WS,456432.7,562.28,614.35,,614.61,0.000096,4.97,145442,5834.81,0.14,20000 Year
Mississippi,LD10ToSylvanUS,570.51,Max WS,456119.3,558.03,614.11,,614.37,0.000091,5.07,158798.5,6760.08,0.14,20000 Year
Mississippi,LD10ToSylvanUS,569.86,Max WS,456391.3,565.85,613.87,,614.05,0.000071,4.18,156876.3,6181.02,0.12,20000 Year
Mississippi,LD10ToSylvanUS,569.3,Max WS,456341.2,570.77,613.65,,613.82,0.000081,4.29,153213.5,6068,0.13,20000 Year
Mississippi,LD10ToSylvanUS,568.85,Max WS,456036.6,575.49,613.46,,613.63,0.000084,4.21,157167.4,6864.92,0.13,20000 Year
Mississippi,LD10ToSylvanUS,568.36,Max WS,456337.9,576.27,613.24,,613.41,0.000082,3.91,154585,6206.85,0.12,20000 Year
Mississippi,LD10ToSylvanUS,567.96,Max WS,456299.5,570.81,613.04,,613.22,0.00009,4.22,147685.1,5931.96,0.13,20000 Year
Mississippi,LD10ToSylvanUS,567.54,Max WS,456274,572.19,612.86,,613.04,0.00008,4.2,146683.2,5811.16,0.12,20000 Year
Mississippi,LD10ToSylvanUS,567.17,Max WS,456235.1,573.75,612.72,,612.89,0.00008,4.1,151624,6019.18,0.12,20000 Year
Mississippi,LD10ToSylvanUS,566.66,Max WS,456233.5,570.67,612.5,,612.68,0.000089,4.32,145272.1,5905.16,0.13,20000 Year
Mississippi,LD10ToSylvanUS,566.05,Max WS,456180.6,569.92,612.22,,612.41,0.000089,4.21,142387.8,5816.57,0.13,20000 Year
Mississippi,LD10ToSylvanUS,565.44,Max WS,456122.7,573.81,611.94,,612.16,0.000086,4.22,141598,5827.85,0.13,20000 Year
Mississippi,LD10ToSylvanUS,565,Max WS,455904.2,569.07,611.73,,611.96,0.000089,4.4,149853.5,6247.17,0.13,20000 Year
Mississippi,LD10ToSylvanUS,564.54,Max WS,456078.3,566.45,611.53,,611.75,0.000081,4.3,147049.6,6284.26,0.13,20000 Year
Mississippi,LD10ToSylvanUS,564.21,Max WS,456023.1,560.04,611.45,,611.62,0.000058,3.7,156332.6,6097.56,0.11,20000 Year
Mississippi,LD10ToSylvanUS,563.82,Max WS,456009.3,566.98,611.31,,611.49,0.000071,3.89,149363.8,5998.04,0.12,20000 Year
Mississippi,LD10ToSylvanUS,563.39,Max WS,455966.4,570.34,611.11,,611.32,0.000085,4.35,144476.2,5985.13,0.13,20000 Year
Mississippi,LD10ToSylvanUS,562.9,Max WS,455924.6,569.27,610.86,,611.1,0.000106,4.81,140522,6125.61,0.14,20000 Year
Mississippi,LD10ToSylvanUS,562.48,Max WS,455894,569.94,610.68,,610.88,0.000089,4.27,155738.3,7258.89,0.13,20000 Year
Mississippi,LD10ToSylvanUS,562.21,Max WS,455662.4,571.42,610.59,,610.73,0.000073,3.76,171057.3,8196.67,0.12,20000 Year
Mississippi,LD10ToSylvanUS,561.74,Max WS,455835.2,576.11,610.48,,610.58,0.000054,3.16,192589.6,8848.58,0.1,20000 Year
Mississippi,LD10ToSylvanUS,561.32,Max WS,455804.2,567.83,610.32,,610.44,0.000063,3.38,176055.2,7856.66,0.11,20000 Year
Mississippi,LD10ToSylvanUS,560.74,Max WS,455760.5,569.77,610.15,,610.26,0.000065,3.33,178798.9,8342.58,0.11,20000 Year
Mississippi,LD10ToSylvanUS,560,Max WS,455671.3,562.29,609.91,,610.02,0.00006,2.7,177512.7,8018.98,0.1,20000 Year
Mississippi,LD10ToSylvanUS,559.39,Max WS,455586.1,565.46,609.71,,609.84,0.00006,3.18,169194.9,7426.27,0.1,20000 Year
Mississippi,LD10ToSylvanUS,558.93,Max WS,455526.7,567.57,609.58,,609.7,0.00006,3.28,173218.4,7565.16,0.11,20000 Year
Mississippi,LD10ToSylvanUS,558.39,Max WS,455514.2,560.45,609.39,,609.53,0.000068,3.74,172896.2,8269.82,0.11,20000 Year
Mississippi,LD10ToSylvanUS,557.86,Max WS,455512.8,564.45,609.27,,609.37,0.000049,2.98,192040.6,8565.22,0.1,20000 Year
Mississippi,LD10ToSylvanUS,557.5,Max WS,455429,561.59,609.17,,609.28,0.000056,3.14,182558.6,8334.09,0.1,20000 Year
Mississippi,LD10ToSylvanUS,557.1,Max WS,455387,564.05,609.08,,609.18,0.000047,2.58,191670.6,8601.12,0.09,20000 Year
Mississippi,LD10ToSylvanUS,556.91,Max WS,455386.4,562.27,609.02,,609.13,0.000052,2.74,189472,8647.51,0.1,20000 Year
Mississippi,LD10ToSylvanUS,556.75,Max WS,455408.9,560.78,609.01,,609.09,0.000038,2.42,204669.5,8801.44,0.08,20000 Year
Mississippi,LD10ToSylvanUS,556.66,Max WS,455372.9,554.74,608.98,580.19,609.07,0.000048,2.57,192145.2,8897.88,0.09,20000 Year
Mississippi,LD10ToSylvanUS,556.61,Max WS,455215.3,560.92,608.53,,608.67,0.000077,4.17,184670.3,9029.69,0.12,20000 Year
Mississippi,LD10ToSylvanUS,556.49,Max WS,455146.6,543.31,608.47,,608.65,0.000061,4.16,208372.9,9328.45,0.11,20000 Year
Mississippi,LD10ToSylvanUS,556.43,Max WS,455131.7,559.36,608.46,,608.62,0.000059,4.03,209358.2,9271.55,0.11,20000 Year
Mississippi,LD10ToSylvanUS,556.03,Max WS,455085.3,561.71,608.36,,608.49,0.000056,3.63,222187.8,10489.35,0.11,20000 Year
Mississippi,LD10ToSylvanUS,555.62,Max WS,455101.4,558.9,608.24,,608.37,0.000058,3.74,221517.3,11739.21,0.11,20000 Year
Mississippi,LD10ToSylvanUS,555.07,Max WS,455057.6,563.61,608.13,,608.21,0.000043,2.87,253986.9,12699.87,0.09,20000 Year
Mississippi,LD10ToSylvanUS,554.54,Max WS,455016.3,564.11,608.02,,608.09,0.000038,2.73,268389.9,13473.7,0.09,20000 Year
Mississippi,LD10ToSylvanUS,553.98,Max WS,454934.3,562.06,607.93,,607.99,0.000032,2.72,265509.8,12771.24,0.08,20000 Year
Mississippi,LD10ToSylvanUS,553.28,Max WS,454946.9,558.31,607.79,,607.87,0.000043,3.31,236138.7,10722.28,0.09,20000 Year
Mississippi,LD10ToSylvanUS,552.69,Max WS,454814.3,564.54,607.67,,607.74,0.000034,2.65,261398.6,13178.04,0.08,20000 Year
Mississippi,LD10ToSylvanUS,551.82,Max WS,454805.3,564.9,607.51,,607.58,0.00004,2.75,288720.4,15707.06,0.09,20000 Year
