River,Reach,River_Sta,Profile,Q_Total,Min_Ch_El,WS_Elev,Crit_WS,EG_Elev,EG_Slope,Vel_Chnl,Flow_Area,Top_Width,Froude_Chl,Freq
Mississippi,LD10ToSylvanUS,615.1,Max WS,187696.1,577.41,617.1,,617.22,0.000044,3.08,74330.2,7665.61,0.09,8 Year
Mississippi,LD10ToSylvanUS,614.92,Max WS,187676.6,576.86,617.05,,617.17,0.000054,3.18,75591.34,7880.73,0.1,8 Year
Mississippi,LD10ToSylvanUS,614.71,Max WS,187689.6,576.03,617.03,,617.12,0.000042,2.79,95561.24,8083.52,0.09,8 Year
Mississippi,LD10ToSylvanUS,614.23,Max WS,187683.1,555.94,616.96,,617.03,0.00003,2.46,127236.8,9027.9,0.08,8 Year
Mississippi,LD10ToSylvanUS,613.67,Max WS,187663.3,574.71,616.8,,616.91,0.000065,3.27,113198.4,9759.47,0.11,8 Year
Mississippi,LD10ToSylvanUS,613.09,Max WS,187651.7,585.67,616.66,,616.72,0.000057,2.64,125015.9,10180.51,0.1,8 Year
Mississippi,LD10ToSylvanUS,612.56,Max WS,187629.6,579.93,616.55,,616.59,0.000039,2.36,135091.7,10350.99,0.08,8 Year
Mississippi,LD10ToSylvanUS,612,Max WS,187613.8,578.39,616.4,,616.48,0.000065,3.1,112738.5,9322.87,0.11,8 Year
Mississippi,LD10ToSylvanUS,611.22,Max WS,187602.9,582.59,616.2,,616.27,0.000054,2.73,114583.3,8943.97,0.1,8 Year
Mississippi,LD10ToSylvanUS,610.6,Max WS,187582.4,589.02,616.02,,616.08,0.000055,2.59,116007.9,8950.13,0.1,8 Year
Mississippi,LD10ToSylvanUS,610.09,Max WS,187565.6,583.1,615.91,,615.96,0.000044,2.34,116972.3,8153.87,0.09,8 Year
Mississippi,LD10ToSylvanUS,609.49,Max WS,187561.7,584.92,615.74,,615.8,0.000055,2.59,111173.8,8347.43,0.1,8 Year
Mississippi,LD10ToSylvanUS,609.06,Max WS,187539.7,587.74,615.62,,615.67,0.000053,2.4,115584.2,8387.77,0.09,8 Year
Mississippi,LD10ToSylvanUS,608.66,Max WS,187517.1,582.04,615.48,,615.57,0.000066,2.77,96290.02,7787.62,0.1,8 Year
Mississippi,LD10ToSylvanUS,608.05,Max WS,187512.6,578.53,615.28,,615.38,0.000068,2.87,90650.97,7935.21,0.11,8 Year
Mississippi,LD10ToSylvanUS,607.52,Max WS,187991.9,569.37,614.94,,615.18,0.000099,4.14,73165.77,7599.3,0.13,8 Year
Mississippi,LD10ToSylvanUS,606.96,Max WS,187952.2,571.83,614.73,,614.92,0.000076,3.83,82244.21,7033.28,0.12,8 Year
