River,Reach,River Sta,Profile,Q Total,Min Ch El,W.S. Elev,Crit W.S.,E.G. Elev,E.G. Slope,Vel Chnl,Flow Area,Top Width,Froude # Chl,Event 
Mississippi,LaCrossToLD10,629.43,Max WS,184071.6,590.73,621.43,,621.59,0.000061,3.36,84962.16,7050.47,0.13,2014
Mississippi,LaCrossToLD10,628.88,Max WS,184070.9,591.42,621.23,,621.42,0.000079,3.7,76819.41,6912.79,0.15,2014
Mississippi,LaCrossToLD10,628.52,Max WS,184064.7,590.97,621.04,,621.22,0.000085,3.8,75108.18,7194.5,0.15,2014
Mississippi,LaCrossToLD10,628.13,Max WS,184055.2,590.48,620.88,,621.02,0.000063,3.43,84627.24,7161.36,0.13,2014
Mississippi,LaCrossToLD10,627.73,Max WS,184059,593.12,620.81,,620.91,0.000052,2.92,89011.92,7403.09,0.12,2014
Mississippi,LaCrossToLD10,627.6    SnyMcGillCreek  ,,Lat Struct,,,,,,,,,,2014
Mississippi,LaCrossToLD10,627.4,Max WS,184056.2,593.81,620.71,,620.83,0.000056,3.35,87447.09,7682.88,0.13,2014
Mississippi,LaCrossToLD10,626.98,Max WS,183995.3,565.89,620.53,,620.73,0.000055,4.09,78773.05,8106.07,0.13,2014
Mississippi,LaCrossToLD10,626.53,Max WS,183973.4,594.51,620.46,,620.56,0.000052,3.01,92394.77,8229.5,0.12,2014
Mississippi,LaCrossToLD10,626.08,Max WS,183900.6,590.47,620.33,,620.43,0.000054,3,89480.64,8320.28,0.12,2014
Mississippi,LaCrossToLD10,625.62,Max WS,183910.1,577.13,620.19,,620.32,0.000055,3.52,93967.76,8868.04,0.13,2014
Mississippi,LaCrossToLD10,625.17,Max WS,183905.8,581.97,620.08,,620.19,0.000039,2.86,100067.6,8701.94,0.11,2014
Mississippi,LaCrossToLD10,624.72   Clayton Gage    ,Max WS,183900.1,566.02,619.91,,620.12,0.000054,3.87,87052.55,8525.64,0.14,2014
Mississippi,LaCrossToLD10,624.26,Max WS,183887.8,565.81,619.72,,620.03,0.000068,4.88,87281.59,8471.1,0.16,2014
Mississippi,LaCrossToLD10,623.8,Max WS,183818.6,589.68,619.63,,619.82,0.000053,3.7,88417.75,8177.57,0.13,2014
Mississippi,LaCrossToLD10,623.33,Max WS,183735.6,588.75,619.53,,619.67,0.000051,3.28,91330.46,7628.21,0.13,2014
Mississippi,LaCrossToLD10,622.87,Max WS,182831,592.25,619.4,,619.55,0.000054,3.21,73766.54,6589.59,0.13,2014
Mississippi,LaCrossToLD10,622.6,,Lat Struct,,,,,,,,,,2014
Mississippi,LaCrossToLD10,622.4,Max WS,173366.8,592.84,619.36,,619.49,0.00005,3.06,77591.1,5737.68,0.13,2014
Mississippi,LaCrossToLD10,621.86,Max WS,172383.6,595.07,619.15,,619.38,0.000077,3.86,44669.63,2350.12,0.16,2014
Mississippi,LaCrossToLD10,621.5,Max WS,158173.4,584.68,618.93,,619.13,0.000072,3.59,44073.84,2512.31,0.15,2014
Mississippi,LaCrossToLD10,621.14,Max WS,154223.1,591.49,618.84,,618.99,0.000057,3.11,50422.55,3071.04,0.13,2014
Mississippi,LaCrossToLD10,620.58,Max WS,149976.4,589.74,618.68,,618.86,0.000058,3.44,47119.43,2991.66,0.14,2014
Mississippi,LaCrossToLD10,620.12,Max WS,145669.8,577.5,618.51,,618.73,0.000062,3.79,47563.52,3538.48,0.14,2014
Mississippi,LaCrossToLD10,619.67,Max WS,145062.7,577.73,618.36,,618.59,0.000071,4.3,55840.7,4485.84,0.15,2014
Mississippi,LaCrossToLD10,619.2,Max WS,139466.7,592,618.28,,618.42,0.000054,3.21,63891.18,5378.12,0.13,2014
Mississippi,LaCrossToLD10,618.67,Max WS,128232.4,595.39,618.17,,618.28,0.000063,2.61,49107.55,5524.97,0.13,2014
Mississippi,LaCrossToLD10,618.4    BuckCreek       ,,Lat Struct,,,,,,,,,,2014
Mississippi,LaCrossToLD10,618.29,Max WS,120048.9,594.74,618.04,,618.13,0.000064,2.49,48505.98,5922.1,0.13,2014
Mississippi,LaCrossToLD10,617.83,Max WS,102496.3,586.06,617.93,,618.02,0.00005,2.47,41615.56,4729.1,0.12,2014
Mississippi,LaCrossToLD10,617.38,Max WS,95906.32,587.74,617.77,,617.92,0.000051,3.1,30943.11,3410.34,0.13,2014
Mississippi,LaCrossToLD10,617.02,Max WS,93627.17,584.53,617.59,,617.81,0.00007,3.76,24958.59,3586.92,0.15,2014
Mississippi,LaCrossToLD10,616.53,Max WS,103793.7,584.91,617.4,,617.62,0.000051,3.8,28834.49,4082.49,0.13,2014
Mississippi,LaCrossToLD10,616.5    Guttenberg Levee,,Lat Struct,,,,,,,,,,2014
Mississippi,LaCrossToLD10,616.17,Max WS,118856.9,587.67,617.38,,617.49,0.000031,2.86,63894.63,4096.86,0.1,2014
Mississippi,LaCrossToLD10,615.78,Max WS,119373.2,582.98,617.23,,617.41,0.000053,3.45,38666.88,2701.09,0.13,2014
Mississippi,LaCrossToLD10,615.52,Max WS,121648.6,586.63,617.22,,617.31,0.000027,2.51,48564.37,2239.99,0.09,2014
Mississippi,LaCrossToLD10,615.27   LD 10 Pool Gage ,Max WS,138262.4,576,617.04,591.42,617.24,0.000033,3.59,38517.95,1603.8,0.11,2014
Mississippi,LaCrossToLD10,615.1    LD 10           ,,Inl Struct,,,,,,,,,,2014
Mississippi,LaCrossToLD10,615.04   LD 10 Tailwater ,Max WS,138204,563.39,616.51,,616.88,0.000071,4.82,28699.52,1419.85,0.16,2014
Mississippi,LaCrossToLD10,614.75,Max WS,142435.8,576.19,616.58,,616.78,0.000036,3.6,39694.49,1353.59,0.11,2014
Mississippi,LaCrossToLD10,614.35,Max WS,140791.8,574.2,616.56,,616.7,0.000031,3.07,57031.79,3435.88,0.1,2014
Mississippi,LaCrossToLD10,614,Max WS,139703.6,575.68,616.53,,616.66,0.00003,3.01,66970.57,5238.67,0.1,2014
Mississippi,LaCrossToLD10,613.55,Max WS,138383,580.32,616.43,,616.61,0.000045,3.67,67753.84,5128.69,0.13,2014
Mississippi,LaCrossToLD10,613.2,Max WS,136127.2,580.43,616.39,,616.51,0.000037,2.89,69474.19,5065.5,0.11,2014
Mississippi,LaCrossToLD10,613,Max WS,122973.9,582.76,616.34,,616.45,0.000048,2.81,59200.61,4527.48,0.12,2014
Mississippi,LaCrossToLD10,612.6,Max WS,114211.9,583.32,616.31,,616.41,0.000034,2.57,47992.23,2632.37,0.1,2014
Mississippi,LaCrossToLD10,612,Max WS,118040.2,580.19,616.08,,616.3,0.00006,3.75,31620.28,1463.39,0.14,2014
Mississippi,LaCrossToLD10,611.22,Max WS,120745.2,582.61,615.83,,616.02,0.000046,3.52,34495.43,1442.54,0.13,2014
Mississippi,LaCrossToLD10,610.6,Max WS,123855.9,585.63,615.68,,615.85,0.000052,3.45,45209.65,2852.63,0.13,2014
Mississippi,LaCrossToLD10,610.09,Max WS,129426.9,587.42,615.51,,615.7,0.000054,3.49,37312.37,3753.51,0.13,2014
Mississippi,LaCrossToLD10,609.49,Max WS,130741.2,584.97,615.36,,615.54,0.000057,3.7,51722.54,3377.17,0.14,2014
Mississippi,LaCrossToLD10,609.06,Max WS,127200.3,586.59,615.28,,615.42,0.000042,3.02,52818.63,3536.12,0.12,2014
Mississippi,LaCrossToLD10,608.66,Max WS,131472.2,583.51,615.09,,615.31,0.000069,3.91,44491.21,4130.6,0.15,2014
Mississippi,LaCrossToLD10,608.6,,Lat Struct,,,,,,,,,,2014
Mississippi,LaCrossToLD10,608.05,Max WS,191440.6,578.53,614.64,,614.93,0.000085,4.45,62968.6,7920.83,0.17,2014
Mississippi,LaCrossToLD10,607.52,Max WS,190362.4,569.37,614.44,,614.71,0.000057,4.36,68774.03,7456.8,0.14,2014
Mississippi,LaCrossToLD10,606.96,Max WS,190217.6,571.83,614.32,,614.56,0.000046,4.17,79379.56,7015.91,0.13,2014
Mississippi,LaCrossToLD10,606.16,Max WS,190207.7,574.79,614.17,,614.38,0.000037,3.91,82025.52,5680.25,0.12,2014
Mississippi,LaCrossToLD10,605.57,Max WS,190205.4,576.89,614.07,,614.24,0.000049,3.83,88484.8,6690.19,0.13,2014
Mississippi,LaCrossToLD10,604.99,Max WS,190198,573.72,613.83,,614.03,0.000092,4.58,79926.7,6370.55,0.17,2014
Mississippi,LaCrossToLD10,604.45,Max WS,190184.9,572.98,613.63,,613.8,0.000063,4.08,84979.93,6360.81,0.15,2014
Mississippi,LaCrossToLD10,604,Max WS,190190.8,580.47,613.52,,613.65,0.000043,3.34,87212.47,6165.18,0.12,2014
Mississippi,LaCrossToLD10,603.54,Max WS,190191.1,577.24,613.42,,613.54,0.000041,2.98,83448.78,6729.22,0.12,2014
Mississippi,LaCrossToLD10,603.14,Max WS,190185.8,577.04,613.36,,613.48,0.000033,3.12,92085.87,6694.47,0.11,2014
Mississippi,LaCrossToLD10,602.78,Max WS,190180.3,582.8,613.28,,613.4,0.000043,3.2,98176.73,7789.76,0.12,2014
Mississippi,LaCrossToLD10,602.39,Max WS,190182.6,585.54,613.2,,613.31,0.000043,3.03,101783.7,9173.2,0.12,2014
Mississippi,LaCrossToLD10,601.99,Max WS,190182.4,579.27,613.09,,613.21,0.000049,3.2,91898.8,7267.79,0.13,2014
Mississippi,LaCrossToLD10,601.54,Max WS,190178.9,572.77,612.96,,613.1,0.000048,3.57,92779.15,7063.07,0.13,2014
Mississippi,LaCrossToLD10,600.89,Max WS,190176.1,582.19,612.82,,612.92,0.00004,2.78,91804.38,6982.52,0.11,2014
Mississippi,LaCrossToLD10,599.96,Max WS,190173.7,571.07,612.63,,612.76,0.000039,3.62,94466.87,7102.56,0.12,2014
Mississippi,LaCrossToLD10,599.4,Max WS,190169.8,580.12,612.51,,612.63,0.000042,3.22,89340.33,6772.34,0.12,2014
Mississippi,LaCrossToLD10,599.07,Max WS,190172.8,586.53,612.46,,612.55,0.000043,2.96,101608.5,6841.22,0.12,2014
Mississippi,LaCrossToLD10,598.58,Max WS,190171.6,586.27,612.33,,612.43,0.000051,3.25,95209.56,7034.55,0.13,2014
Mississippi,LaCrossToLD10,598.07,Max WS,190168.3,586.67,612.18,,612.3,0.000052,3.49,91814.7,6603.19,0.13,2014
Mississippi,LaCrossToLD10,597.56,Max WS,190167.3,586.62,612.05,,612.15,0.000054,3.37,92976.74,6647.36,0.13,2014
Mississippi,LaCrossToLD10,597.05,Max WS,190170.4,584.18,611.91,,612.01,0.000051,3.32,96860.64,6980.39,0.13,2014
Mississippi,LaCrossToLD10,596.51,Max WS,190165.4,588.09,611.76,,611.87,0.000053,3.26,94081.57,7226.57,0.13,2014
Mississippi,LaCrossToLD10,596.09,Max WS,190166.3,583.63,611.68,595.7,611.76,0.00003,2.56,107156.5,8047.77,0.1,2014
