River,Reach,River_Sta,Profile,Q_Total,Min_Ch_El,WS_Elev,Crit_WS,EG_Elev,EG_Slope,Vel_Chnl,Flow_Area,Top_Width,Froude_Chl,Freq
Mississippi,LD10ToSylvanUS,615.1,Max WS,125864.4,577.41,612.68,,612.76,0.000028,2.5,60035.98,6779.59,0.08,2 Year
Mississippi,LD10ToSylvanUS,614.92,Max WS,125863.8,576.86,612.64,,612.73,0.000039,2.7,57082.88,6983.19,0.09,2 Year
Mississippi,LD10ToSylvanUS,614.71,Max WS,125853.5,576.03,612.62,,612.69,0.000033,2.46,69104.8,7209.42,0.08,2 Year
Mississippi,LD10ToSylvanUS,614.23,Max WS,125859.5,555.94,612.57,,612.62,0.000022,2.09,87971.19,8877.54,0.07,2 Year
Mississippi,LD10ToSylvanUS,613.67,Max WS,125855.7,574.71,612.42,,612.52,0.000058,3.04,70866.33,9388.38,0.11,2 Year
Mississippi,LD10ToSylvanUS,613.09,Max WS,125851.6,585.67,612.28,,612.35,0.00006,2.58,81078.59,9950.77,0.11,2 Year
Mississippi,LD10ToSylvanUS,612.56,Max WS,125846.1,579.93,612.17,,612.22,0.000036,2.2,89868.7,10323.16,0.08,2 Year
Mississippi,LD10ToSylvanUS,612,Max WS,125845.7,578.39,612.02,,612.11,0.000062,2.96,72157.65,9079.23,0.11,2 Year
Mississippi,LD10ToSylvanUS,611.22,Max WS,125835.9,582.59,611.84,,611.9,0.000052,2.59,75626.73,8743.02,0.1,2 Year
Mississippi,LD10ToSylvanUS,610.6,Max WS,125832.1,589.02,611.67,,611.72,0.00005,2.36,77564.13,8617.85,0.1,2 Year
Mississippi,LD10ToSylvanUS,610.09,Max WS,125817.9,583.1,611.56,,611.61,0.00004,2.15,81843.43,8010.5,0.09,2 Year
Mississippi,LD10ToSylvanUS,609.49,Max WS,125820.4,584.92,611.4,,611.46,0.000056,2.51,75729,8020.06,0.1,2 Year
Mississippi,LD10ToSylvanUS,609.06,Max WS,125814.4,587.74,611.28,,611.33,0.00005,2.19,79260.01,8367.79,0.1,2 Year
Mississippi,LD10ToSylvanUS,608.66,Max WS,125816.8,582.04,611.16,,611.23,0.000059,2.49,63267.01,7160.27,0.11,2 Year
Mississippi,LD10ToSylvanUS,608.05,Max WS,125810,578.53,610.97,,611.06,0.00006,2.58,58499.6,6295.29,0.11,2 Year
Mississippi,LD10ToSylvanUS,607.52,Max WS,126813.8,569.37,610.68,,610.87,0.000074,3.54,42301.7,6099.76,0.12,2 Year
Mississippi,LD10ToSylvanUS,606.96,Max WS,126810.6,571.83,610.53,,610.69,0.000056,3.29,53223.93,6698.43,0.11,2 Year
Mississippi,LD10ToSylvanUS,606.16,Max WS,126805.9,574.79,610.37,,610.49,0.000041,2.97,60616.84,5565.37,0.1,2 Year
Mississippi,LD10ToSylvanUS,605.57,Max WS,126804.2,576.89,610.25,,610.35,0.000053,2.81,63000.52,6600.22,0.1,2 Year
Mississippi,LD10ToSylvanUS,604.99,Max WS,126801,573.72,610.03,,610.13,0.000087,3.06,56051.33,6171.18,0.13,2 Year
Mississippi,LD10ToSylvanUS,604.45,Max WS,126798.1,572.98,609.83,,609.92,0.000063,2.83,61916.41,5852.15,0.11,2 Year
Mississippi,LD10ToSylvanUS,604,Max WS,126794.3,580.47,609.7,,609.78,0.000051,2.51,64450.34,5661.24,0.1,2 Year
Mississippi,LD10ToSylvanUS,603.54,Max WS,126790,577.24,609.54,,609.64,0.000065,2.89,58815.41,6111.68,0.11,2 Year
Mississippi,LD10ToSylvanUS,603.14,Max WS,126785.9,577.04,609.46,,609.55,0.000046,2.58,66116.66,6490.01,0.1,2 Year
Mississippi,LD10ToSylvanUS,602.78,Max WS,126786.8,582.8,609.35,,609.44,0.000061,2.61,67644.22,7751.99,0.11,2 Year
Mississippi,LD10ToSylvanUS,602.39,Max WS,126783.3,585.54,609.25,,609.32,0.000057,2.34,69577.91,7831.68,0.1,2 Year
Mississippi,LD10ToSylvanUS,601.99,Max WS,126781.6,579.27,609.09,,609.18,0.000074,2.65,63030.42,7157.16,0.12,2 Year
Mississippi,LD10ToSylvanUS,601.54,Max WS,126780.8,572.77,608.94,,609.02,0.000058,2.72,64524.98,6862.44,0.11,2 Year
Mississippi,LD10ToSylvanUS,600.89,Max WS,126772.7,582.19,608.73,,608.82,0.000059,2.72,63807.88,6571.26,0.11,2 Year
Mississippi,LD10ToSylvanUS,599.96,Max WS,126768,571.07,608.47,,608.57,0.000055,3.01,65388.59,6983.32,0.11,2 Year
Mississippi,LD10ToSylvanUS,599.4,Max WS,126769.5,580.12,608.3,,608.39,0.000058,2.58,63069.83,5809.34,0.11,2 Year
Mississippi,LD10ToSylvanUS,599.07,Max WS,126766,586.53,608.23,,608.28,0.000053,2.19,72651.68,6824.26,0.1,2 Year
Mississippi,LD10ToSylvanUS,598.58,Max WS,126763.1,586.27,608.05,,608.12,0.000072,2.58,65371.1,6946.64,0.11,2 Year
Mississippi,LD10ToSylvanUS,598.07,Max WS,126764,586.67,607.85,,607.93,0.000073,2.78,63271.07,6587.99,0.12,2 Year
Mississippi,LD10ToSylvanUS,597.56,Max WS,126764.3,586.62,607.67,,607.74,0.000076,2.66,63896.56,6630.58,0.12,2 Year
Mississippi,LD10ToSylvanUS,597.05,Max WS,126762.9,584.18,607.48,,607.55,0.000071,2.59,65978.26,6963.27,0.11,2 Year
Mississippi,LD10ToSylvanUS,596.51,Max WS,126761.3,588.09,607.25,,607.33,0.000084,2.69,61813.37,7153.9,0.12,2 Year
Mississippi,LD10ToSylvanUS,596.09,Max WS,126761.2,583.63,607.11,,607.17,0.000051,2.2,72946.63,7994.35,0.1,2 Year
Mississippi,LD10ToSylvanUS,595.44,Max WS,126760.6,586.16,606.95,,607,0.000052,2.23,76901.01,7434.45,0.1,2 Year
Mississippi,LD10ToSylvanUS,595.05,Max WS,126761.6,583.17,606.84,,606.89,0.000055,2.2,75412.57,7534.99,0.1,2 Year
Mississippi,LD10ToSylvanUS,594.55,Max WS,126760.2,587.35,606.67,,606.73,0.000069,2.4,70487.2,7551.32,0.11,2 Year
Mississippi,LD10ToSylvanUS,594.12,Max WS,126755.5,580.88,606.44,,606.53,0.000105,2.6,74192.34,7858.87,0.13,2 Year
Mississippi,LD10ToSylvanUS,593.61,Max WS,126754.1,582.86,606.28,,606.33,0.000051,1.74,80474.81,8137.22,0.09,2 Year
Mississippi,LD10ToSylvanUS,593.08,Max WS,126751.1,578.73,606.13,,606.18,0.000052,1.75,76553.35,8798.78,0.09,2 Year
Mississippi,LD10ToSylvanUS,592.6,Max WS,127240.6,574.16,605.98,,606.03,0.000067,1.8,75072.05,8908.53,0.1,2 Year
Mississippi,LD10ToSylvanUS,592.1,Max WS,127217.9,570.97,605.81,,605.86,0.000067,1.83,74420.22,8875.81,0.1,2 Year
