River,Reach,River Sta,Profile,Q Total,Min Ch El,W.S. Elev,Crit W.S.,E.G. Elev,E.G. Slope,Vel Chnl,Flow Area,Top Width,Froude # Chl,Event
Mississippi,BelowVermillion,752.87,Max WS,259016.5,639.5,673.27,655.45,673.67,0.000134,5.09,51660.39,7201.82,0.19,2001
Mississippi,BelowVermillion,752.83   LD 4            ,,Inl Struct,,,,,,,,,,2001
Mississippi,BelowVermillion,752.6    LD 4 Tailwater G,Max WS,258877,634.54,672.86,,673.43,0.000131,6.11,52520.44,7614.95,0.2,2001
Mississippi,BelowVermillion,752.13,Max WS,258861.5,625.23,672.95,,673.09,0.000043,4.15,122197,8478.1,0.13,2001
Mississippi,BelowVermillion,751.68,Max WS,258855.5,629.22,672.83,,672.97,0.000052,4.01,114429.3,8296.89,0.13,2001
Mississippi,BelowVermillion,751.23,Max WS,258735.9,632.05,672.63,,672.84,0.000074,4.49,95346.89,7293.75,0.16,2001
Mississippi,BelowVermillion,750.77,Max WS,258035,634.65,672.44,,672.67,0.00007,4.36,95782.41,7983.59,0.16,2001
Mississippi,BelowVermillion,750.3,Max WS,258774.4,628.96,672.08,,672.5,0.000129,5.85,74899.77,7228.25,0.2,2001
Mississippi,BelowVermillion,749.83   Alma Gage       ,Max WS,258678.9,640.25,671.87,,672.17,0.000105,4.69,80717.38,6754.5,0.17,2001
Mississippi,BelowVermillion,749.36,Max WS,258551.8,637.29,671.68,,671.9,0.000111,4.94,103991.5,7814.28,0.18,2001
Mississippi,BelowVermillion,748.88,Max WS,258512.8,645.19,671.46,,671.63,0.000094,4.16,108748.3,8086.96,0.16,2001
Mississippi,BelowVermillion,748.6,,Lat Struct,,,,,,,,,,2001
Mississippi,BelowVermillion,748.42,Max WS,244469.2,639.11,671.23,,671.42,0.000092,4.6,96166.66,6771.88,0.16,2001
Mississippi,BelowVermillion,747.97,Max WS,223621.8,646.27,671.1,,671.21,0.00007,3.44,95272.03,6890.62,0.14,2001
Mississippi,BelowVermillion,747.51,Max WS,210713.9,635.15,670.75,,671.07,0.000116,4.83,71698.3,6275.11,0.18,2001
Mississippi,BelowVermillion,747.04,Max WS,206671.6,625.77,670.45,,670.82,0.000135,5.74,85025.6,6790.69,0.2,2001
Mississippi,BelowVermillion,746.59,Max WS,198789.2,638.34,670.31,,670.45,0.000077,3.97,117577.3,8979.06,0.15,2001
Mississippi,BelowVermillion,746.14,Max WS,186479.4,641.2,670.16,,670.26,0.000071,3.75,138136.8,10999.92,0.14,2001
Mississippi,BelowVermillion,745.69,Max WS,181393.1,648.13,670.05,,670.1,0.000042,2.59,138552.3,10693.87,0.11,2001
Mississippi,BelowVermillion,745.23,Max WS,173650.1,646.61,669.98,,670.02,0.000035,2.41,144422.8,10689.1,0.1,2001
Mississippi,BelowVermillion,744.77,Max WS,180660.6,638.6,669.9,,669.93,0.000031,2.31,166211.9,11910.71,0.09,2001
Mississippi,BelowVermillion,744.5    WhitewaterRiver ,,Lat Struct,,,,,,,,,,2001
Mississippi,BelowVermillion,744.32,Max WS,174590.2,646.84,669.82,,669.85,0.000034,2.2,154862.3,11522.55,0.09,2001
Mississippi,BelowVermillion,743.86,Max WS,165232,646.13,669.73,,669.76,0.000036,2.35,138927.7,11438.93,0.1,2001
Mississippi,BelowVermillion,743.41,Max WS,152575.8,643.95,669.63,,669.68,0.000041,2.7,121988.3,9442.06,0.11,2001
Mississippi,BelowVermillion,742.97,Max WS,138486.4,643.47,669.52,,669.59,0.000049,3.2,91733.25,6526.71,0.12,2001
Mississippi,BelowVermillion,742.5,Max WS,129885.2,631.42,669.15,,669.43,0.000129,4.29,30318.7,1810.94,0.18,2001
Mississippi,BelowVermillion,742.03,Max WS,132066.5,627.09,668.73,,669.1,0.000137,4.91,26892.17,1782.99,0.19,2001
Mississippi,BelowVermillion,741.58,Max WS,162445.3,631.47,668.46,,668.69,0.000099,3.92,41679.71,2296.04,0.16,2001
Mississippi,BelowVermillion,741.12,Max WS,202910.8,640.89,668.05,,668.33,0.000109,4.22,48084.17,2522.91,0.17,2001
Mississippi,BelowVermillion,740.66,Max WS,248933.4,640.59,667.85,,668.02,0.000065,3.39,73692.73,3707.82,0.13,2001
Mississippi,BelowVermillion,740.5,,Lat Struct,,,,,,,,,,2001
Mississippi,BelowVermillion,740.2,Max WS,257206.3,637.13,667.69,,667.86,0.000066,3.22,79847.28,4351.95,0.13,2001
Mississippi,BelowVermillion,739.73,Max WS,257169.3,618.5,667.48,,667.68,0.000079,3.57,72117.58,4426.34,0.15,2001
Mississippi,BelowVermillion,739.28,Max WS,257154,625.29,667.23,,667.47,0.000095,3.93,65388.05,3487.18,0.16,2001
Mississippi,BelowVermillion,738.82,Max WS,257112,632.03,667,,667.25,0.000082,4.05,63446.54,2889.94,0.15,2001
Mississippi,BelowVermillion,738.3    LD 5 Pool Gage  ,Max WS,257056.3,622.97,666.64,,666.98,0.000138,4.7,54641.24,2247.22,0.17,2001
Mississippi,BelowVermillion,738.17,Max WS,257040.5,625.42,666.44,645.75,666.87,0.000181,5.26,48887.56,2055.94,0.19,2001
Mississippi,BelowVermillion,738.15   LD 5            ,,Inl Struct,,,,,,,,,,2001
Mississippi,BelowVermillion,738.1,Max WS,256991.3,619.43,666.18,,666.49,0.000088,4.45,57813.45,2074.83,0.14,2001
Mississippi,BelowVermillion,738,Max WS,253998.3,616.85,666.27,,666.45,0.00006,3.46,73601.55,2667.4,0.11,2001
Mississippi,BelowVermillion,737.92   LD 5 Tailwater  ,Max WS,253944.2,627.12,666.13,,666.41,0.000119,4.23,60136.69,2642.6,0.16,2001
Mississippi,BelowVermillion,737.84,Max WS,251461.3,632.04,666.05,,666.37,0.000118,4.55,55280.11,2457.2,0.16,2001
Mississippi,BelowVermillion,737.57,Max WS,246317.1,621.48,665.75,,666.19,0.00014,5.29,47030.85,2088.9,0.17,2001
Mississippi,BelowVermillion,737.13,Max WS,237557.2,611.23,665.44,,665.92,0.000131,5.82,56744.34,2861.89,0.17,2001
Mississippi,BelowVermillion,736.68,Max WS,227438.2,621.34,665.23,,665.62,0.000125,5.38,68020.72,3874.14,0.17,2001
Mississippi,BelowVermillion,736.2,Max WS,223004.1,621.77,665.03,,665.33,0.0001,4.9,84017.59,4824.97,0.15,2001
Mississippi,BelowVermillion,735.75,Max WS,220606.2,627.25,664.88,,665.06,0.000086,4.07,87039.59,6042.92,0.14,2001
Mississippi,BelowVermillion,735.28,Max WS,218000.2,631.49,664.66,,664.85,0.000104,4.58,104958,6618.1,0.15,2001
Mississippi,BelowVermillion,734.82,Max WS,222004.8,632.67,664.48,,664.58,0.000075,3.4,106377.5,6915.62,0.12,2001
Mississippi,BelowVermillion,734.37,Max WS,222880.3,629.23,664.34,,664.41,0.00006,2.86,133782.9,8604.54,0.11,2001
Mississippi,BelowVermillion,733.89,Max WS,229666.3,633.79,664.21,,664.27,0.000053,2.9,146553.2,10519.56,0.1,2001
Mississippi,BelowVermillion,733.43,Max WS,245203.5,627.72,664.11,,664.15,0.000039,2.3,179003.3,12425.17,0.09,2001
Mississippi,BelowVermillion,732.98,Max WS,256799.2,629.74,664,,664.05,0.000048,2.84,193544.6,14264.17,0.1,2001
Mississippi,BelowVermillion,732.52,Max WS,256772.3,631.18,663.89,,663.93,0.000044,2.69,198253.2,14232.93,0.1,2001
Mississippi,BelowVermillion,732.07,Max WS,256771.3,631.35,663.8,,663.84,0.000031,2.18,192468.3,14537.13,0.08,2001
Mississippi,BelowVermillion,731.62,Max WS,256784.4,637.35,663.72,,663.75,0.000038,2.47,196429,15329.86,0.09,2001
Mississippi,BelowVermillion,731.5    Winona Levee Sys,,Lat Struct,,,,,,,,,,2001
Mississippi,BelowVermillion,731.3    Winona Levee Sys,,Lat Struct,,,,,,,,,,2001
Mississippi,BelowVermillion,731.16,Max WS,256730.7,625.93,663.62,,663.66,0.000041,2.56,199210.4,14943.22,0.09,2001
Mississippi,BelowVermillion,730.69,Max WS,256722.2,636.19,663.52,,663.57,0.000037,2.33,185197.5,12140.45,0.09,2001
Mississippi,BelowVermillion,730.56,Max WS,256725.7,635.31,663.42,,663.55,0.000093,3.67,123938.1,9994.36,0.14,2001
Mississippi,BelowVermillion,730.22,Max WS,256721.7,623.8,663.27,,663.4,0.000091,4.15,141193.4,8548.88,0.14,2001
Mississippi,BelowVermillion,729.74,Max WS,256722,604.91,663.08,,663.22,0.00006,4.04,148278.6,8333.19,0.12,2001
Mississippi,BelowVermillion,729.28,Max WS,256717.5,614.01,662.83,,663.06,0.000113,5.02,114805.2,7090.55,0.16,2001
Mississippi,BelowVermillion,728.98,Max WS,256712.9,621.71,662.7,,662.89,0.000083,4.36,122020,6970.02,0.14,2001
Mississippi,BelowVermillion,728.63   LD 5a Pool Gage ,Max WS,256709.7,622.43,662.19,,662.81,0.000194,6.75,65309.79,6975.26,0.21,2001
Mississippi,BelowVermillion,728.6    Winona Levee Sys,,Lat Struct,,,,,,,,,,2001
Mississippi,BelowVermillion,728.58,Max WS,256711.2,620.74,661.72,642.99,662.91,0.000463,9.31,37795.11,6781.47,0.31,2001
Mississippi,BelowVermillion,728.49   LD 5a           ,,Inl Struct,,,,,,,,,,2001
Mississippi,BelowVermillion,728.47,Max WS,251937.2,622.08,660.94,,661.81,0.00024,7.97,35429.36,6184.98,0.24,2001
Mississippi,BelowVermillion,728.27   LD 5a Tailwater ,Max WS,251958.3,621.16,661.16,,661.56,0.000117,5.41,58917.77,6036.87,0.16,2001
Mississippi,BelowVermillion,727.82,Max WS,251955,620.73,660.88,,661.33,0.000161,5.99,66166.3,6382.58,0.19,2001
Mississippi,BelowVermillion,727.61,Max WS,251941.4,621,660.75,,661.04,0.000125,5.26,74839.07,5752.6,0.17,2001
Mississippi,BelowVermillion,727.18,Max WS,251936.2,617.61,660.64,,660.77,0.00007,3.89,108707.1,6999.87,0.12,2001
Mississippi,BelowVermillion,726.92,Max WS,251913.3,617.41,660.61,,660.67,0.000042,2.79,157940.2,9532.3,0.09,2001
Mississippi,BelowVermillion,726.9    Winona Levee Sys,,Lat Struct,,,,,,,,,,2001
Mississippi,BelowVermillion,726.45,Max WS,251925.6,618.75,660.47,,660.57,0.000049,3.28,131085,7778.14,0.1,2001
Mississippi,BelowVermillion,726.15,Max WS,251914.3,623.9,660.33,,660.48,0.000067,3.66,93514.98,6841.95,0.12,2001
Mississippi,BelowVermillion,725.87,Max WS,251897.6,622.44,659.89,641.98,660.36,0.000144,5.05,46432.2,4877.78,0.17,2001
Mississippi,BelowVermillion,725.85   Winona St Bridge,,Bridge,,,,,,,,,,2001
Mississippi,BelowVermillion,725.82,Max WS,251897.6,622.87,659.95,,660.34,0.000124,4.64,50737.47,5898.06,0.16,2001
Mississippi,BelowVermillion,725.72,Max WS,251901.8,616.15,660.02,,660.3,0.000046,2.95,62512.27,6406.78,0.1,2001
Mississippi,BelowVermillion,725.716,,Lat Struct,,,,,,,,,,2001
Mississippi,BelowVermillion,725.685  TrempealeauNWR  ,,Lat Struct,,,,,,,,,,2001
Mississippi,BelowVermillion,725.68   Winona Gage     ,Max WS,251897.5,617.83,660.05,642.21,660.3,0.00011,5.03,74057.7,7036.83,0.17,2001
Mississippi,BelowVermillion,725.66   Historic Wagon B,,Bridge,,,,,,,,,,2001
Mississippi,BelowVermillion,725.65,Max WS,251910.6,618.76,660.11,,660.27,0.000062,3.82,84084.8,6218.34,0.13,2001
Mississippi,BelowVermillion,725.19,Max WS,251232.8,627.34,659.8,,660.1,0.0001,4.61,75708.37,4910.52,0.16,2001
Mississippi,BelowVermillion,724.73,Max WS,251542.9,607.41,659.56,,659.89,0.000082,4.73,70958.05,3708.86,0.15,2001
Mississippi,BelowVermillion,724.27,Max WS,251470.4,621.18,659.22,,659.62,0.000143,5.09,55279.07,2944.85,0.19,2001
Mississippi,BelowVermillion,723.81,Max WS,249692.5,627.68,659.07,,659.33,0.000089,4.17,66720.22,3344.56,0.15,2001
Mississippi,BelowVermillion,723.45   TrempNWRPoolAB  ,,Lat Struct,,,,,,,,,,2001
Mississippi,BelowVermillion,723.37,Max WS,247162.5,628.76,658.8,,659.1,0.00012,4.59,72657.06,4236.12,0.18,2001
Mississippi,BelowVermillion,722.92,Max WS,243628.1,628.73,658.69,,658.82,0.000074,3.32,130480.8,11169.21,0.14,2001
Mississippi,BelowVermillion,722.46,Max WS,240067.2,625.07,658.47,,658.64,0.000086,3.68,107578.6,8387.02,0.15,2001
Mississippi,BelowVermillion,721.98,Max WS,239310.3,629.99,658.24,,658.43,0.000096,3.98,97251.03,6062.67,0.16,2001
Mississippi,BelowVermillion,721.52,Max WS,236820.2,621.9,657.97,,658.21,0.000105,4.57,89897.48,5017.54,0.17,2001
Mississippi,BelowVermillion,721.08,Max WS,237831.6,629.29,657.77,,657.96,0.000083,4.04,94206.33,4675.57,0.15,2001
Mississippi,BelowVermillion,720.61,Max WS,239279.8,631.4,657.65,,657.77,0.000049,2.77,86347.89,4641.57,0.11,2001
Mississippi,BelowVermillion,720.14,Max WS,242238.6,631.34,657.46,,657.62,0.000073,3.5,75224.57,4066.81,0.14,2001
Mississippi,BelowVermillion,719.7,Max WS,244411.6,629.42,657.04,,657.38,0.000172,5.56,68993.92,3516.45,0.21,2001
Mississippi,BelowVermillion,719.5    TrempealeauDS   ,,Lat Struct,,,,,,,,,,2001
Mississippi,BelowVermillion,719.24,Max WS,247206.8,627.61,656.71,,657,0.000099,4.33,58275.24,2738.71,0.16,2001
Mississippi,BelowVermillion,718.8,Max WS,247697.6,609.34,656.37,,656.75,0.000122,5,56076.37,2930.68,0.18,2001
Mississippi,BelowVermillion,718.32,Max WS,248181.4,611.96,656,,656.47,0.000126,5.67,56285.84,2821.62,0.19,2001
Mississippi,BelowVermillion,717.87,Max WS,248689.9,623.18,655.9,,656.15,0.000098,4.07,65358.35,3647.12,0.16,2001
Mississippi,BelowVermillion,717.42,Max WS,248727.9,628.68,655.58,,655.89,0.000145,4.89,72075.49,4270.11,0.19,2001
Mississippi,BelowVermillion,716.94,Max WS,251036.9,618.11,655.13,,655.52,0.000165,5.45,62406.2,3584.15,0.21,2001
Mississippi,BelowVermillion,716.48,Max WS,251114.3,618.67,654.64,,655.16,0.000174,6.32,59443.71,3414.68,0.22,2001
Mississippi,BelowVermillion,716,Max WS,251071.5,616.88,654.25,,654.72,0.000167,5.92,65245.14,3885.3,0.21,2001
Mississippi,BelowVermillion,715.52,Max WS,250989.7,616.91,653.75,,654.35,0.000167,6.62,62286.98,5787.05,0.22,2001
Mississippi,BelowVermillion,715.02,Max WS,250702.5,618.84,653.5,,653.9,0.000145,5.85,63176.77,4140.22,0.2,2001
Mississippi,BelowVermillion,714.53   LD 6 Pool Gage  ,Max WS,250064.1,621.68,653.16,,653.41,0.000203,4.67,65796.17,4731.84,0.18,2001
Mississippi,BelowVermillion,714.4,,Lat Struct,,,,,,,,,,2001
Mississippi,BelowVermillion,714.28,Max WS,248365.8,601.17,652.88,624.54,653.23,0.00014,5.23,65492.52,3991,0.16,2001
Mississippi,BelowVermillion,714.26   LD 6            ,,Inl Struct,,,,,,,,,,2001
Mississippi,BelowVermillion,714.23,Max WS,248361.1,610.42,652.09,,652.7,0.000181,6.51,48524.88,3979.13,0.19,2001
Mississippi,BelowVermillion,714.2,,Lat Struct,,,,,,,,,,2001
Mississippi,BelowVermillion,714.13,Max WS,246069.3,596.74,652.3,,652.56,0.000078,4.32,80277.64,4284.74,0.13,2001
Mississippi,BelowVermillion,714.03   LD 6 Tailwater G,Max WS,242842.5,616.5,652.17,,652.53,0.000168,4.93,59782.64,4057.11,0.18,2001
Mississippi,BelowVermillion,713.7,Max WS,205241.3,616.16,652.24,,652.43,0.000093,3.88,65615.58,3395.75,0.13,2001
Mississippi,BelowVermillion,713.26,Max WS,225372.5,599.08,652.2,,652.46,0.000105,4.08,55410.81,2627.36,0.14,2001
Mississippi,BelowVermillion,712.81,Max WS,207188,624.27,651.86,,652.2,0.000207,5.27,49235.55,2498.42,0.19,2001
Mississippi,BelowVermillion,712.37,Max WS,245001.6,618.88,651.21,,651.46,0.000127,4.03,61237.39,3459.32,0.15,2001
Mississippi,BelowVermillion,711.92,Max WS,219730.7,618.94,650.62,,650.88,0.00012,3.76,54291.98,3728.3,0.14,2001
Mississippi,BelowVermillion,711.48,Max WS,156274,621,650.37,,650.65,0.00015,4.23,37127.25,1771.19,0.16,2001
Mississippi,BelowVermillion,711.03,Max WS,138443.3,611.63,650.09,,650.4,0.000126,4.44,31254.94,1202.13,0.15,2001
Mississippi,BelowVermillion,710.57,Max WS,163278.8,621.93,649.77,,650.01,0.00012,3.96,41306.32,1810.63,0.15,2001
Mississippi,BelowVermillion,710.09,Max WS,171731.9,616.44,649.47,,649.68,0.000115,3.72,46741.15,2249.89,0.14,2001
Mississippi,BelowVermillion,709.62,Max WS,207249.8,620.79,649.08,,649.29,0.000144,3.72,57773.82,3303.14,0.15,2001
Mississippi,BelowVermillion,709.13,Max WS,207440.3,615.56,648.63,,648.91,0.000169,4.27,48699.13,2490.04,0.17,2001
Mississippi,BelowVermillion,708.68,Max WS,208750,620.48,648.21,,648.5,0.000171,4.37,47872.5,2376.31,0.17,2001
Mississippi,BelowVermillion,708.22,Max WS,201528.7,622.68,647.87,,648.13,0.000162,4.13,49070.23,2576.12,0.17,2001
Mississippi,BelowVermillion,707.74,Max WS,153444.8,618.7,647.52,,647.85,0.000209,4.65,33095.63,1743.89,0.19,2001
Mississippi,BelowVermillion,707.3,Max WS,127902.6,615.78,647.16,,647.53,0.000171,4.83,26664.98,1345.23,0.18,2001
Mississippi,BelowVermillion,706.83   Dakota Gage     ,Max WS,156555.4,615.84,647.02,,647.17,0.000091,3.12,50337.52,2595.9,0.12,2001
Mississippi,BelowVermillion,706.38,Max WS,153541.9,621.18,646.73,,646.88,0.000106,3.13,49681.38,2809.91,0.13,2001
Mississippi,BelowVermillion,705.92,Max WS,101849.5,617.31,646.55,,646.7,0.000102,3.05,33479.05,1941.65,0.13,2001
Mississippi,BelowVermillion,705.43,Max WS,84612.27,616.77,646.32,,646.48,0.000123,3.2,26613.59,1690.57,0.14,2001
Mississippi,BelowVermillion,704.97,Max WS,42608.7,623.38,646.25,,646.37,0.000098,2.89,16277.17,1128.28,0.13,2001
Mississippi,BelowVermillion,704.47,Max WS,31325.45,622.88,646.5,,646.56,0.000042,1.95,16127.85,960.38,0.08,2001
Mississippi,BelowVermillion,704.05,Max WS,51473.62,623.32,646.15,,646.3,0.00012,3.19,17991.48,1286.11,0.14,2001
Mississippi,BelowVermillion,703.94,Max WS,48343.34,622.2,646.03,,646.14,0.000086,2.62,18464.8,1193.33,0.12,2001
Mississippi,BelowVermillion,703.83,Max WS,46817.27,622.31,645.94,,646.04,0.000076,2.58,18365.09,1153.02,0.11,2001
Mississippi,BelowVermillion,703.73,Max WS,45004.6,624.42,645.86,,645.96,0.000077,2.56,17583.46,1077.24,0.11,2001
Mississippi,BelowVermillion,703.54,Max WS,43942.96,624.47,645.75,,645.85,0.000046,2.53,17412.61,1131.08,0.11,2001
Mississippi,BelowVermillion,703.24,Max WS,45180.88,625.72,645.69,,645.76,0.00003,1.98,22962.51,1476.71,0.09,2001
Mississippi,BelowVermillion,702.94,Max WS,91992.33,607.05,645.57,,645.63,0.00002,2.03,45691.51,2311.81,0.08,2001
Mississippi,BelowVermillion,702.66,Max WS,109789.3,613.7,645.46,,645.56,0.000028,2.61,42886.37,1931.19,0.1,2001
Mississippi,BelowVermillion,702.55   LD 7 Pool Gage  ,Max WS,162060.8,601.42,645.21,617.16,645.42,0.000051,3.74,43381.28,1872.13,0.11,2001
Mississippi,BelowVermillion,702.47   LD 7            ,,Inl Struct,,,,,,,,,,2001
Mississippi,BelowVermillion,702.43,Max WS,162032.1,585.24,644.77,,644.99,0.000027,3.68,43998.02,1577.42,0.1,2001
Mississippi,BelowVermillion,702.28   LD 7 Tailwater G,Max WS,165171.4,603.15,644.74,,644.95,0.000055,3.62,46679.86,2047.11,0.11,2001
Mississippi,BelowVermillion,702.12,Max WS,164257.7,607.41,644.72,,644.9,0.000053,3.42,47979.77,1665.28,0.11,2001
Mississippi,BelowVermillion,701.87,Max WS,163561.8,602.94,644.57,,644.84,0.000044,4.19,39377.94,1255.29,0.13,2001
Mississippi,BelowVermillion,701.77,Max WS,167000,599.81,644.5,616.1,644.8,0.000047,4.44,37715.09,1169.76,0.13,2001
Mississippi,BelowVermillion,701.73   Interstate Highw,,Bridge,,,,,,,,,,2001
Mississippi,BelowVermillion,701.68,Max WS,167000,603.28,644.49,,644.78,0.000045,4.35,39199.43,1740.44,0.13,2001
Mississippi,BelowVermillion,701.57,Max WS,162415.8,605.58,644.56,,644.77,0.000037,3.74,51210.76,1773.88,0.12,2001
Mississippi,BelowVermillion,701.2,Max WS,154830.5,609.94,644.35,,644.69,0.000068,4.65,33279.26,1198.39,0.16,2001
Mississippi,BelowVermillion,701,,Lat Struct,,,,,,,,,,2001
Mississippi,BelowVermillion,700.78,Max WS,153273.6,609.42,644.22,,644.54,0.000072,4.52,34487.46,1613.18,0.16,2001
Mississippi,BelowVermillion,700.31,Max WS,151705,606.91,644.1,,644.36,0.000074,4.12,37239.23,1904.08,0.16,2001
Mississippi,BelowVermillion,700.17,Max WS,150525.2,605.58,644.07,,644.32,0.000055,4.01,39118.99,2071.23,0.14,2001
Mississippi,BelowVermillion,700.11,Max WS,150515.5,602.12,643.99,,644.3,0.000067,4.5,35416.05,1896.79,0.15,2001
Mississippi,BelowVermillion,699.98,Max WS,149822.6,605.23,643.9,,644.26,0.000064,4.79,32305.96,1695.35,0.15,2001
Mississippi,BelowVermillion,699.79,Max WS,157813,599.25,643.68,621.77,644.14,0.000092,5.47,29128.77,1363.77,0.18,2001
Mississippi,BelowVermillion,699.77   Railroad Bridge ,,Bridge,,,,,,,,,,2001
Mississippi,BelowVermillion,699.75,Max WS,157813,599.44,643.73,,644.14,0.000073,5.15,31203.33,1125.4,0.16,2001
Mississippi,BelowVermillion,699.44,Max WS,165978.4,598.16,643.7,,643.99,0.000066,4.35,39143.54,1695.81,0.15,2001
Mississippi,BelowVermillion,699.12,Max WS,145037,613.99,643.51,,643.94,0.000109,5.31,28205.25,1288.84,0.19,2001
Mississippi,BelowVermillion,698.83,Max WS,153245.7,603.86,643.2,,643.71,0.000122,5.75,27233.83,1222.69,0.2,2001
Mississippi,BelowVermillion,698.42,Max WS,159712.8,610.93,642.39,,643.3,0.00023,7.68,21300.88,981.13,0.28,2001
Mississippi,BelowVermillion,698.2,Max WS,159712.6,607.52,642.05,,643.05,0.000235,8.03,19962.62,794.81,0.28,2001
Mississippi,LaCrossToLD10,698.08,Max WS,217701.6,594.92,642.05,,642.84,0.000168,7.15,30602.89,1240.52,0.24,2001
Mississippi,LaCrossToLD10,698.06,Max WS,217676.5,595.78,642.04,,642.83,0.000261,7.11,30753.19,1234.29,0.24,2001
Mississippi,LaCrossToLD10,698.02,,Lat Struct,,,,,,,,,,2001
Mississippi,LaCrossToLD10,698,,Lat Struct,,,,,,,,,,2001
Mississippi,LaCrossToLD10,697.98   LaCrosse Gage   ,Max WS,216264.9,599.93,642.03,,642.73,0.000219,6.72,32373.26,1231.23,0.22,2001
Mississippi,LaCrossToLD10,697.62,Max WS,218618.9,603.35,641.41,622.62,642.34,0.000181,7.7,28570.54,1047.8,0.26,2001
Mississippi,LaCrossToLD10,697.58   US Hwy 61 Bridge,,Bridge,,,,,,,,,,2001
Mississippi,LaCrossToLD10,697.53,Max WS,218618.9,603.63,641.22,,642.19,0.00019,7.91,28242.17,1105.9,0.26,2001
Mississippi,LaCrossToLD10,697.47,Max WS,220495.8,594.49,641.42,,642.12,0.000115,6.7,33874.87,1232.6,0.21,2001
Mississippi,LaCrossToLD10,697.43,Max WS,220435.8,601.16,641.4,,642.09,0.000108,6.64,34126.55,1350.62,0.2,2001
Mississippi,LaCrossToLD10,697.24,Max WS,218822.9,603.58,641.45,,642,0.000099,6.06,41203.81,1553.79,0.19,2001
Mississippi,LaCrossToLD10,696.95,Max WS,212811,609.26,641.32,,641.85,0.000127,5.9,38242.95,1781.15,0.21,2001
Mississippi,LaCrossToLD10,696.71,Max WS,209954.9,609.45,641.24,,641.73,0.000111,5.63,39118,2262.75,0.2,2001
Mississippi,LaCrossToLD10,696.33,Max WS,210580.8,598.58,640.9,,641.53,0.000144,6.44,35029.59,1486.89,0.22,2001
Mississippi,LaCrossToLD10,695.87,Max WS,215433.6,602.18,640.68,,641.26,0.00013,6.36,43913.96,2318.68,0.21,2001
Mississippi,LaCrossToLD10,695.38,Max WS,226005.8,602.45,640.58,,640.94,0.000108,4.8,47488.52,3644.64,0.19,2001
Mississippi,LaCrossToLD10,694.91,Max WS,247229.3,604.71,640.31,,640.55,0.000079,4.15,69158.4,4741.55,0.16,2001
Mississippi,LaCrossToLD10,694.48,Max WS,227088.5,612.6,640.23,,640.37,0.000066,3.84,89159.84,7031.81,0.15,2001
Mississippi,LaCrossToLD10,694,Max WS,249653.3,608.67,640.05,,640.19,0.00007,3.63,103231.4,9854.06,0.15,2001
Mississippi,LaCrossToLD10,693.54,Max WS,245178.4,607.15,639.84,,639.96,0.000073,3.83,110990.7,11920.92,0.15,2001
Mississippi,LaCrossToLD10,693.1,Max WS,244894.5,609.02,639.72,,639.8,0.000047,3.09,136425.4,13794.49,0.12,2001
Mississippi,LaCrossToLD10,692.64,Max WS,246550,615.21,639.6,,639.66,0.000047,3.02,142688.4,14594.55,0.12,2001
Mississippi,LaCrossToLD10,692.2,Max WS,234223.3,612.68,639.48,,639.55,0.000053,3.05,130103.1,14562.2,0.13,2001
Mississippi,LaCrossToLD10,691.74,Max WS,235757.4,615.49,639.37,,639.44,0.000046,2.92,139306.8,14869.53,0.12,2001
Mississippi,LaCrossToLD10,691.27,Max WS,238850,613.09,639.26,,639.32,0.000042,2.7,145962.7,16015.55,0.11,2001
Mississippi,LaCrossToLD10,690.8,Max WS,241137.7,612.79,639.19,,639.23,0.000037,2.46,158772.5,16053.16,0.11,2001
Mississippi,LaCrossToLD10,690.38,Max WS,246769.4,613.63,639.13,,639.17,0.00003,2.56,167079.7,15223.15,0.1,2001
Mississippi,LaCrossToLD10,689.93,Max WS,258151.9,607.32,639.02,,639.07,0.00004,2.71,159934.7,15221.43,0.11,2001
Mississippi,LaCrossToLD10,689.48,Max WS,248838.2,608.73,638.91,,638.96,0.000035,2.83,157682.5,14465.86,0.11,2001
Mississippi,LaCrossToLD10,689      Brownsville Gage,Max WS,248606.8,617.16,638.83,,638.88,0.000031,2.35,162049.8,13855.22,0.1,2001
Mississippi,LaCrossToLD10,688.58,Max WS,248543.9,615.54,638.76,,638.8,0.000029,2.19,166215.8,16138.19,0.09,2001
Mississippi,LaCrossToLD10,688.13,Max WS,247564,616.49,638.69,,638.73,0.000029,2.32,171318,14850.03,0.09,2001
Mississippi,LaCrossToLD10,687.68,Max WS,247266.2,616.62,638.64,,638.67,0.000025,1.84,182626.1,15008.64,0.08,2001
Mississippi,LaCrossToLD10,687.22,Max WS,247029.5,615.3,638.57,,638.6,0.000028,1.99,174155.3,14473.87,0.09,2001
Mississippi,LaCrossToLD10,686.78,Max WS,247021.1,611.22,638.51,,638.54,0.000024,1.97,183890.9,14984.46,0.09,2001
Mississippi,LaCrossToLD10,686.32,Max WS,246588.6,613.41,638.45,,638.48,0.000028,2.01,193524.8,15719.31,0.09,2001
Mississippi,LaCrossToLD10,685.88,Max WS,246240.1,603.25,638.38,,638.42,0.000023,1.98,181180.8,14538.75,0.08,2001
Mississippi,LaCrossToLD10,685.38,Max WS,245841.2,601.31,638.32,,638.36,0.000022,1.79,170800.7,16927.67,0.08,2001
