River,Reach,River_Sta,Profile,Q_Total,Min_Ch_El,WS_Elev,Crit_WS,EG_Elev,EG_Slope,Vel_Chnl,Flow_Area,Top_Width,Froude_Chl,Freq
Mississippi,LD10ToSylvanUS,615.1,Max WS,221571.4,577.41,618.9,,619.04,0.00005,3.38,80817.39,7718.73,0.1,20 Year
Mississippi,LD10ToSylvanUS,614.92,Max WS,221592.4,576.86,618.85,,618.99,0.000059,3.44,84232.61,8047.98,0.11,20 Year
Mississippi,LD10ToSylvanUS,614.71,Max WS,221577.8,576.03,618.84,,618.93,0.000045,2.98,106947.8,8250.01,0.09,20 Year
Mississippi,LD10ToSylvanUS,614.23,Max WS,221570.5,555.94,618.76,,618.84,0.000033,2.66,143419.1,9182.34,0.08,20 Year
Mississippi,LD10ToSylvanUS,613.67,Max WS,221563.7,574.71,618.6,,618.71,0.000066,3.44,130749.2,9772.68,0.11,20 Year
Mississippi,LD10ToSylvanUS,613.09,Max WS,221546.8,585.67,618.46,,618.53,0.000056,2.75,143337.4,10190.12,0.1,20 Year
Mississippi,LD10ToSylvanUS,612.56,Max WS,221520.9,579.93,618.35,,618.4,0.000039,2.48,153729,10359.43,0.08,20 Year
Mississippi,LD10ToSylvanUS,612,Max WS,221514.8,578.39,618.2,,618.29,0.000065,3.24,129556.5,9357.06,0.11,20 Year
Mississippi,LD10ToSylvanUS,611.22,Max WS,221473,582.59,618,,618.07,0.000054,2.86,130695.3,8951.67,0.1,20 Year
Mississippi,LD10ToSylvanUS,610.6,Max WS,221471.4,589.02,617.82,,617.88,0.000055,2.73,132119.9,8967.47,0.1,20 Year
Mississippi,LD10ToSylvanUS,610.09,Max WS,221458.1,583.1,617.7,,617.76,0.000044,2.47,131665.3,8189.92,0.09,20 Year
Mississippi,LD10ToSylvanUS,609.49,Max WS,221445,584.92,617.54,,617.61,0.000054,2.7,126208.3,8359.44,0.1,20 Year
Mississippi,LD10ToSylvanUS,609.06,Max WS,221420.5,587.74,617.41,,617.48,0.000053,2.54,130685.6,8404.2,0.09,20 Year
Mississippi,LD10ToSylvanUS,608.66,Max WS,221396.7,582.04,617.28,,617.37,0.000066,2.94,110436.9,8159.12,0.11,20 Year
Mississippi,LD10ToSylvanUS,608.05,Max WS,221363.8,578.53,617.08,,617.18,0.000068,3.03,104948.8,7978.33,0.11,20 Year
Mississippi,LD10ToSylvanUS,607.52,Max WS,221859.1,569.37,616.72,,616.99,0.000105,4.42,86994.86,7873.63,0.14,20 Year
Mississippi,LD10ToSylvanUS,606.96,Max WS,221829.6,571.83,616.49,,616.71,0.000081,4.11,94767,7127.3,0.12,20 Year
Mississippi,LD10ToSylvanUS,606.16,Max WS,221795.2,574.79,616.24,,616.41,0.000063,3.75,93828.67,5774.36,0.11,20 Year
Mississippi,LD10ToSylvanUS,605.57,Max WS,221758.9,576.89,616.09,,616.21,0.000067,3.32,102101.6,6757.15,0.11,20 Year
Mississippi,LD10ToSylvanUS,604.99,Max WS,221752.5,573.72,615.86,,615.96,0.000089,3.38,92883.45,6397.58,0.12,20 Year
