River,Reach,River_Sta,Profile,Q_Total,Min_Ch_El,WS_Elev,Crit_WS,EG_Elev,EG_Slope,Vel_Chnl,Flow_Area,Top_Width,Froude_Chl,Freq
Mississippi,LD10ToSylvanUS,615.1,Max WS,240564.3,577.41,619.86,,620.01,0.000053,3.54,84326.88,7782.64,0.1,33 Year
Mississippi,LD10ToSylvanUS,614.92,Max WS,240532.2,576.86,619.81,,619.96,0.000061,3.56,88928.92,8085.83,0.11,33 Year
Mississippi,LD10ToSylvanUS,614.71,Max WS,240531.1,576.03,619.8,,619.9,0.000046,3.08,113076.1,8298.51,0.09,33 Year
Mississippi,LD10ToSylvanUS,614.23,Max WS,240538.4,555.94,619.72,,619.8,0.000034,2.76,152072.7,9235.46,0.08,33 Year
Mississippi,LD10ToSylvanUS,613.67,Max WS,240515.6,574.71,619.56,,619.67,0.000066,3.52,140147.4,9869.15,0.11,33 Year
Mississippi,LD10ToSylvanUS,613.09,Max WS,240484.5,585.67,619.42,,619.49,0.000055,2.8,153111.7,10197.61,0.1,33 Year
Mississippi,LD10ToSylvanUS,612.56,Max WS,240482.6,579.93,619.31,,619.36,0.000039,2.54,163670.2,10363.93,0.08,33 Year
Mississippi,LD10ToSylvanUS,612,Max WS,240452,578.39,619.16,,619.25,0.000065,3.31,138542.1,9369.63,0.11,33 Year
Mississippi,LD10ToSylvanUS,611.22,Max WS,240430.9,582.59,618.96,,619.04,0.000054,2.92,139296.6,8965.74,0.1,33 Year
Mississippi,LD10ToSylvanUS,610.6,Max WS,240422.6,589.02,618.78,,618.85,0.000055,2.81,140776.5,9034.27,0.1,33 Year
Mississippi,LD10ToSylvanUS,610.09,Max WS,240384.6,583.1,618.66,,618.72,0.000044,2.54,139534.8,8211.7,0.09,33 Year
Mississippi,LD10ToSylvanUS,609.49,Max WS,240371.1,584.92,618.51,,618.57,0.000053,2.75,134242.3,8365.84,0.1,33 Year
Mississippi,LD10ToSylvanUS,609.06,Max WS,240369.4,587.74,618.38,,618.44,0.000053,2.62,138768.4,8422.38,0.1,33 Year
Mississippi,LD10ToSylvanUS,608.66,Max WS,240331.1,582.04,618.24,,618.34,0.000067,3.02,118480.7,8502.48,0.11,33 Year
Mississippi,LD10ToSylvanUS,608.05,Max WS,240296.3,578.53,618.04,,618.15,0.000068,3.11,112623.5,8000.12,0.11,33 Year
Mississippi,LD10ToSylvanUS,607.52,Max WS,240757.7,569.37,617.68,,617.96,0.000107,4.55,94609.3,8074.27,0.14,33 Year
Mississippi,LD10ToSylvanUS,606.96,Max WS,240756.5,571.83,617.44,,617.67,0.000083,4.25,101558.5,7179.59,0.13,33 Year
Mississippi,LD10ToSylvanUS,606.16,Max WS,240703,574.79,617.18,,617.36,0.000065,3.88,99346.8,5989.79,0.11,33 Year
Mississippi,LD10ToSylvanUS,605.57,Max WS,240689.7,576.89,617.03,,617.15,0.000067,3.42,108450.9,6771.77,0.11,33 Year
Mississippi,LD10ToSylvanUS,604.99,Max WS,240662.3,573.72,616.8,,616.91,0.000088,3.46,98898.77,6410.09,0.12,33 Year
Mississippi,LD10ToSylvanUS,604.45,Max WS,240636.4,572.98,616.57,,616.68,0.000077,3.44,104067.8,6423.8,0.12,33 Year
Mississippi,LD10ToSylvanUS,604,Max WS,240614.1,580.47,616.4,,616.51,0.000063,3.07,104995.3,6200.73,0.11,33 Year
Mississippi,LD10ToSylvanUS,603.54,Max WS,240548,577.24,616.21,,616.34,0.000081,3.52,101794.5,6779.89,0.12,33 Year
Mississippi,LD10ToSylvanUS,603.14,Max WS,240555.1,577.04,616.11,,616.22,0.000058,3.15,110515.3,6703.52,0.1,33 Year
Mississippi,LD10ToSylvanUS,602.78,Max WS,240535.2,582.8,615.98,,616.09,0.000071,3.15,119329.8,7904.17,0.11,33 Year
Mississippi,LD10ToSylvanUS,602.39,Max WS,240517,585.54,615.87,,615.95,0.00006,2.72,123934.7,9660.64,0.1,33 Year
Mississippi,LD10ToSylvanUS,601.99,Max WS,240488.7,579.27,615.71,,615.82,0.000079,3.14,110945.4,7286.82,0.12,33 Year
Mississippi,LD10ToSylvanUS,601.54,Max WS,240470.7,572.77,615.54,,615.64,0.000066,3.19,111005.1,7074.58,0.11,33 Year
Mississippi,LD10ToSylvanUS,600.89,Max WS,240445.2,582.19,615.3,,615.4,0.000066,3.18,109069.5,7133.55,0.11,33 Year
Mississippi,LD10ToSylvanUS,599.96,Max WS,240365.3,571.07,615.01,,615.12,0.000061,3.39,111188.9,7178.32,0.11,33 Year
Mississippi,LD10ToSylvanUS,599.4,Max WS,240335.7,580.12,614.82,,614.92,0.000066,3.05,104971.9,6780.99,0.11,33 Year
Mississippi,LD10ToSylvanUS,599.07,Max WS,240317.4,586.53,614.73,,614.8,0.000052,2.48,117152.8,6850.03,0.09,33 Year
Mississippi,LD10ToSylvanUS,598.58,Max WS,240288.6,586.27,614.57,,614.65,0.000069,2.87,111005.7,7062.85,0.11,33 Year
Mississippi,LD10ToSylvanUS,598.07,Max WS,240280.8,586.67,614.38,,614.47,0.000071,3.08,106320.4,6612.09,0.11,33 Year
Mississippi,LD10ToSylvanUS,597.56,Max WS,240261.1,586.62,614.2,,614.29,0.000071,2.93,107291.8,6657.11,0.11,33 Year
Mississippi,LD10ToSylvanUS,597.05,Max WS,240238.6,584.18,614.03,,614.11,0.000065,2.81,111671,6990.09,0.1,33 Year
Mississippi,LD10ToSylvanUS,596.51,Max WS,240215.8,588.09,613.84,,613.92,0.000069,2.82,109309.6,7370.64,0.11,33 Year
Mississippi,LD10ToSylvanUS,596.09,Max WS,240215,583.63,613.71,,613.78,0.000049,2.46,122376,8072.49,0.09,33 Year
Mississippi,LD10ToSylvanUS,595.44,Max WS,240159.1,586.16,613.57,,613.63,0.000046,2.4,126181.1,7483.46,0.09,33 Year
Mississippi,LD10ToSylvanUS,595.05,Max WS,240168.7,583.17,613.46,,613.52,0.00005,2.42,125625.2,7596.01,0.09,33 Year
Mississippi,LD10ToSylvanUS,594.55,Max WS,240167.4,587.35,613.32,,613.39,0.000054,2.48,120807.8,7577.46,0.09,33 Year
Mississippi,LD10ToSylvanUS,594.12,Max WS,240096.7,580.88,613.13,,613.23,0.00009,2.94,126975.3,7926.83,0.12,33 Year
Mississippi,LD10ToSylvanUS,593.61,Max WS,240106.7,582.86,613,,613.05,0.000041,1.92,135245.6,8170.75,0.08,33 Year
Mississippi,LD10ToSylvanUS,593.08,Max WS,240101.5,578.73,612.87,,612.94,0.000044,2.01,135973.6,8831.79,0.08,33 Year
Mississippi,LD10ToSylvanUS,592.6,Max WS,240569.5,574.16,612.77,,612.82,0.000044,1.89,135634.3,8942.1,0.08,33 Year
Mississippi,LD10ToSylvanUS,592.1,Max WS,240562,570.97,612.65,,612.7,0.000046,1.95,135478,8967.09,0.08,33 Year
Mississippi,LD10ToSylvanUS,591.68,Max WS,240560.4,576.89,612.55,,612.6,0.000043,1.88,135912.8,8715.71,0.08,33 Year
Mississippi,LD10ToSylvanUS,591.23,Max WS,240542.6,581.62,612.43,,612.49,0.000045,1.95,126368.7,8262.99,0.08,33 Year
Mississippi,LD10ToSylvanUS,590.76,Max WS,240541.4,582.28,612.31,,612.37,0.000048,2.05,118884.8,7017.8,0.09,33 Year
Mississippi,LD10ToSylvanUS,590.06,Max WS,240514.6,584.45,612.16,,612.22,0.000045,1.9,126630,7722.55,0.08,33 Year
Mississippi,LD10ToSylvanUS,589.56,Max WS,240505,578.78,612.03,,612.08,0.000044,1.88,132308.1,8624.83,0.08,33 Year
Mississippi,LD10ToSylvanUS,589.12,Max WS,240470.8,571.62,611.93,,611.98,0.000047,1.92,134432.9,8986.37,0.08,33 Year
Mississippi,LD10ToSylvanUS,588.49,Max WS,240462.4,579.24,611.8,,611.84,0.000036,1.67,148097.6,9610.35,0.07,33 Year
Mississippi,LD10ToSylvanUS,588.05,Max WS,239674.9,585.53,611.72,,611.76,0.000035,1.69,146200.7,9474.33,0.07,33 Year
Mississippi,LD10ToSylvanUS,587.56,Max WS,240453.3,578.38,611.62,,611.66,0.000037,1.75,137575,8240.85,0.08,33 Year
Mississippi,LD10ToSylvanUS,586.81,Max WS,240443.6,577.43,611.46,,611.51,0.000041,1.86,139608.8,9258.77,0.08,33 Year
Mississippi,LD10ToSylvanUS,586.36,Max WS,240427.3,577.99,611.33,,611.41,0.000053,2.18,119124.6,7723.58,0.09,33 Year
Mississippi,LD10ToSylvanUS,585.78,Max WS,240412.5,568.74,611.16,,611.23,0.000058,2.23,108286.9,6502.05,0.09,33 Year
Mississippi,LD10ToSylvanUS,585.02,Max WS,240379.7,572.7,610.97,,611.03,0.000049,1.96,124566.5,8060.25,0.09,33 Year
Mississippi,LD10ToSylvanUS,584.07,Max WS,240366.5,577.39,610.7,,610.78,0.000054,2.28,107762.2,6195.41,0.09,33 Year
Mississippi,LD10ToSylvanUS,583.49,Max WS,240353.5,540.62,610.5,,610.61,0.000061,2.63,92606.13,6166.71,0.1,33 Year
Mississippi,LD10ToSylvanUS,583.19,Max WS,240347.3,563.46,610.3,,610.5,0.000078,3.58,67081.79,6295.27,0.12,33 Year
Mississippi,LD10ToSylvanUS,583.07,Max WS,240341.7,562.14,610.21,577.96,610.46,0.000061,3.99,60496.89,5803.35,0.11,33 Year
Mississippi,LD10ToSylvanUS,582.99,Max WS,240337.8,558.41,609.76,,610.02,0.000069,4.16,58920.88,5576.39,0.11,33 Year
Mississippi,LD10ToSylvanUS,582.86,Max WS,240337.1,555.24,609.79,,609.98,0.00005,3.54,73900.88,5374.51,0.1,33 Year
Mississippi,LD10ToSylvanUS,582.7,Max WS,240336.5,568.17,609.74,,609.93,0.00007,3.51,76603.03,5582.79,0.11,33 Year
Mississippi,LD10ToSylvanUS,582.28,Max WS,240308.2,568.01,609.63,,609.78,0.000063,3.48,101520.1,5227.7,0.11,33 Year
Mississippi,LD10ToSylvanUS,581.76,Max WS,240320.1,559.55,609.52,,609.62,0.000041,2.84,107741.5,4806.46,0.09,33 Year
Mississippi,LD10ToSylvanUS,581.27,Max WS,240281,569.8,609.39,584.41,609.5,0.000048,2.71,94673.49,3999.19,0.09,33 Year
Mississippi,LD10ToSylvanUS,581.22,Max WS,240307.8,568.82,609.37,,609.48,0.000043,2.72,93061.61,3422.1,0.09,33 Year
Mississippi,LD10ToSylvanUS,580.84,Max WS,240255.6,560.6,609.11,,609.36,0.000082,4.28,65254.34,2473.68,0.12,33 Year
Mississippi,LD10ToSylvanUS,580.44,Max WS,240268.4,558.79,608.97,,609.18,0.000069,3.75,64286.28,1867,0.11,33 Year
Mississippi,LD10ToSylvanUS,579.91,Max WS,240247.5,561.88,608.73,577.48,608.98,0.000057,4.07,59242.28,1711.77,0.12,33 Year
Mississippi,LD10ToSylvanUS,579.88,Max WS,240247.5,559.16,608.77,,608.98,0.000051,3.72,64910.69,1641.59,0.1,33 Year
