River,Reach,River_Sta,Profile,Q_Total,Min_Ch_El,WS_Elev,Crit_WS,EG_Elev,EG_Slope,Vel_Chnl,Flow_Area,Top_Width,Froude_Chl,Freq
Mississippi,LD10ToSylvanUS,615.1,Max WS,176720.4,577.41,616.49,,616.6,0.000042,2.97,72184.78,7525.11,0.09,6 Year
Mississippi,LD10ToSylvanUS,614.92,Max WS,176725.8,576.86,616.44,,616.55,0.000052,3.09,72749.14,7714.96,0.1,6 Year
Mississippi,LD10ToSylvanUS,614.71,Max WS,176708.4,576.03,616.42,,616.5,0.000041,2.72,91722.98,8035.02,0.09,6 Year
Mississippi,LD10ToSylvanUS,614.23,Max WS,176702.8,555.94,616.35,,616.41,0.000029,2.39,121740.4,9014.4,0.07,6 Year
Mississippi,LD10ToSylvanUS,613.67,Max WS,176696.4,574.71,616.19,,616.29,0.000064,3.21,107233.5,9754.97,0.11,6 Year
Mississippi,LD10ToSylvanUS,613.09,Max WS,176669,585.67,616.05,,616.11,0.000058,2.6,118812.3,10115.66,0.1,6 Year
Mississippi,LD10ToSylvanUS,612.56,Max WS,176649.8,579.93,615.93,,615.98,0.000038,2.31,128757.1,10348.12,0.08,6 Year
Mississippi,LD10ToSylvanUS,612,Max WS,176652.5,578.39,615.78,,615.87,0.000065,3.06,107031.9,9318.16,0.11,6 Year
Mississippi,LD10ToSylvanUS,611.22,Max WS,176637.1,582.59,615.59,,615.66,0.000054,2.69,109105.5,8941.35,0.1,6 Year
Mississippi,LD10ToSylvanUS,610.6,Max WS,176603.3,589.02,615.41,,615.47,0.000054,2.53,110532.4,8947.24,0.1,6 Year
Mississippi,LD10ToSylvanUS,610.09,Max WS,176616.5,583.1,615.29,,615.35,0.000043,2.29,111990,8140.22,0.09,6 Year
Mississippi,LD10ToSylvanUS,609.49,Max WS,176592.5,584.92,615.13,,615.19,0.000055,2.56,106076.2,8318.39,0.1,6 Year
Mississippi,LD10ToSylvanUS,609.06,Max WS,176566,587.74,615,,615.06,0.000052,2.35,110453.7,8385.18,0.09,6 Year
Mississippi,LD10ToSylvanUS,608.66,Max WS,176556.6,582.04,614.87,,614.95,0.000065,2.71,91573.09,7702.87,0.1,6 Year
Mississippi,LD10ToSylvanUS,608.05,Max WS,176560.5,578.53,614.67,,614.77,0.000067,2.81,85811.88,7921.48,0.11,6 Year
Mississippi,LD10ToSylvanUS,607.52,Max WS,177018.2,569.37,614.33,,614.57,0.000097,4.03,68627.41,7445.45,0.13,6 Year
Mississippi,LD10ToSylvanUS,606.96,Max WS,177013.2,571.83,614.13,,614.31,0.000074,3.73,78043.21,7007.74,0.12,6 Year
Mississippi,LD10ToSylvanUS,606.16,Max WS,176993.2,574.79,613.9,,614.04,0.000056,3.38,80465.89,5671.77,0.1,6 Year
Mississippi,LD10ToSylvanUS,605.57,Max WS,176976.2,576.89,613.76,,613.86,0.000063,3.06,86399.62,6688.44,0.11,6 Year
Mississippi,LD10ToSylvanUS,604.99,Max WS,176964.2,573.72,613.52,,613.62,0.00009,3.18,77996.78,6359.35,0.12,6 Year
