ModelCrossSection,ModelRiver,ModelReach,Gague,Date,Time,W.S. Elev,Obs WS,Modeled Q,Obs Q
200.31,MISSISSIPPI,ILLINOIS_MIZZOU,MEL_PRICE_L&D_TW,1 April 2017, 06:00,410.38,408.70,221262,
200.31,MISSISSIPPI,ILLINOIS_MIZZOU,MEL_PRICE_L&D_TW,1 April 2017, 08:00,411.38,408.74,259575,
200.31,MISSISSIPPI,ILLINOIS_MIZZOU,MEL_PRICE_L&D_TW,1 April 2017, 10:00,412.05,408.72,274594,
200.31,MISSISSIPPI,ILLINOIS_MIZZOU,MEL_PRICE_L&D_TW,1 April 2017, 12:00,412.66,409.03,286753,
200.31,MISSISSIPPI,ILLINOIS_MIZZOU,MEL_PRICE_L&D_TW,1 April 2017, 14:00,412.96,409.27,285452,
200.31,MISSISSIPPI,ILLINOIS_MIZZOU,MEL_PRICE_L&D_TW,1 April 2017, 16:00,412.63,409.49,266957,
200.31,MISSISSIPPI,ILLINOIS_MIZZOU,MEL_PRICE_L&D_TW,1 April 2017, 18:00,412.45,409.55,263828,
200.31,MISSISSIPPI,ILLINOIS_MIZZOU,MEL_PRICE_L&D_TW,1 April 2017, 20:00,412.30,409.41,260792,
200.31,MISSISSIPPI,ILLINOIS_MIZZOU,MEL_PRICE_L&D_TW,1 April 2017, 22:00,412.04,409.43,251360,
200.31,MISSISSIPPI,ILLINOIS_MIZZOU,MEL_PRICE_L&D_TW,1 April 2017, 24:00,411.93,409.48,248482,
200.31,MISSISSIPPI,ILLINOIS_MIZZOU,MEL_PRICE_L&D_TW,2 April 2017, 02:00,411.83,409.71,247139,
200.31,MISSISSIPPI,ILLINOIS_MIZZOU,MEL_PRICE_L&D_TW,2 April 2017, 04:00,411.71,409.96,244075,
200.31,MISSISSIPPI,ILLINOIS_MIZZOU,MEL_PRICE_L&D_TW,2 April 2017, 06:00,411.62,410.06,241648,
200.31,MISSISSIPPI,ILLINOIS_MIZZOU,MEL_PRICE_L&D_TW,2 April 2017, 08:00,411.53,410.18,238870,
200.31,MISSISSIPPI,ILLINOIS_MIZZOU,MEL_PRICE_L&D_TW,2 April 2017, 10:00,411.45,410.27,236267,
200.31,MISSISSIPPI,ILLINOIS_MIZZOU,MEL_PRICE_L&D_TW,2 April 2017, 12:00,411.39,410.39,234047,
200.31,MISSISSIPPI,ILLINOIS_MIZZOU,MEL_PRICE_L&D_TW,2 April 2017, 14:00,411.34,410.70,232118,
200.31,MISSISSIPPI,ILLINOIS_MIZZOU,MEL_PRICE_L&D_TW,2 April 2017, 16:00,411.27,410.83,229396,
200.31,MISSISSIPPI,ILLINOIS_MIZZOU,MEL_PRICE_L&D_TW,2 April 2017, 18:00,411.21,410.91,225159,
200.31,MISSISSIPPI,ILLINOIS_MIZZOU,MEL_PRICE_L&D_TW,2 April 2017, 20:00,411.24,411.02,225857,
